"model_label","bps_model","bps_name","groupveg","fri_replac","fri_mixed","fri_surfac","fri_allfir","label","ref_percent","cur_percent","class_percent_difference","class_representation","AM_woody","Dual_woody","EcM_woody","ErM_woody","NM_woody","AM_herbaceous","EcM_herbaceous","NM_herbaceous","prop_EcM_woody","prop_AM_woody","prop_ErM_woody","dominant_myco","fire_dependent","myco_fire_group"
"14360_65_66_A","14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,5000,6,"A",43,1,-42,"under",0,0,0,0,0,6,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14360_65_66_B","14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,5000,6,"B",12,0,-12,"under",2,0,2,0,0,2,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14360_65_66_C","14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,5000,6,"C",45,1,-44,"under",4,0,2,0,0,0,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-sensitive","AM_fire-sensitive"
"14490_58_60_A","14490_58_60","Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods","Riparian",89,261,3,3,"A",18,0,-18,"under",0,0,2,0,0,2,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14490_58_60_B","14490_58_60","Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods","Riparian",89,261,3,3,"B",5,20,15,"over",0,0,3,0,0,1,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14490_58_60_C","14490_58_60","Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods","Riparian",89,261,3,3,"C",46,1,-45,"under",0,0,2,0,0,2,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14520_58_60_A","14520_58_60","Atlantic Coastal Plain Peatland Pocosin and Canebrake","Riparian",14,16,5000,7,"A",17,1,-16,"under",0,0,0,1,0,3,0,0,0,0,1,"ErM","fire-sensitive","ErM_fire-sensitive"
"14520_58_60_B","14520_58_60","Atlantic Coastal Plain Peatland Pocosin and Canebrake","Riparian",14,16,5000,7,"B",15,0,-15,"under",3,0,1,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14520_58_60_D","14520_58_60","Atlantic Coastal Plain Peatland Pocosin and Canebrake","Riparian",14,16,5000,7,"D",23,2,-21,"under",1,0,1,1,0,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333,NA,"fire-sensitive","NA_fire-sensitive"
"14520_58_60_E","14520_58_60","Atlantic Coastal Plain Peatland Pocosin and Canebrake","Riparian",14,16,5000,7,"E",14,38,24,"over",2,0,1,0,0,1,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-sensitive","AM_fire-sensitive"
"14550_46_99_A","14550_46_99","East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods","Riparian",78,5000,8,7,"A",18,1,-17,"under",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"14550_46_99_B","14550_46_99","East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods","Riparian",78,5000,8,7,"B",24,2,-22,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"14550_46_99_C","14550_46_99","East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods","Riparian",78,5000,8,7,"C",7,9,2,"over",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"14550_46_99_D","14550_46_99","East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods","Riparian",78,5000,8,7,"D",12,0,-12,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"14550_46_99_E","14550_46_99","East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods","Riparian",78,5000,8,7,"E",39,0,-39,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"14570_47_48_A","14570_47_48","South-Central Interior/Upper Coastal Plain Wet Flatwoods","Hardwood",189,118,9,8,"A",13,0,-13,"under",0,0,4,0,0,4,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14570_47_48_B","14570_47_48","South-Central Interior/Upper Coastal Plain Wet Flatwoods","Hardwood",189,118,9,8,"B",21,0,-21,"under",0,0,4,0,0,4,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14570_47_48_C","14570_47_48","South-Central Interior/Upper Coastal Plain Wet Flatwoods","Hardwood",189,118,9,8,"C",17,0,-17,"under",0,0,4,0,0,4,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14570_47_48_D","14570_47_48","South-Central Interior/Upper Coastal Plain Wet Flatwoods","Hardwood",189,118,9,8,"D",28,1,-27,"under",0,0,4,0,0,4,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14570_47_48_E","14570_47_48","South-Central Interior/Upper Coastal Plain Wet Flatwoods","Hardwood",189,118,9,8,"E",21,10,-11,"under",0,0,4,0,0,4,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14610_46_55_56_99_A","14610_46_55_56_99","Southern Coastal Plain Seepage Swamp and Baygall","Riparian",297,356,5000,162,"A",13,0,-13,"under",4,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14610_46_55_56_99_B","14610_46_55_56_99","Southern Coastal Plain Seepage Swamp and Baygall","Riparian",297,356,5000,162,"B",23,12,-11,"under",4,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14610_46_55_56_99_C","14610_46_55_56_99","Southern Coastal Plain Seepage Swamp and Baygall","Riparian",297,356,5000,162,"C",3,2,-1,"under",4,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14610_46_55_56_99_E","14610_46_55_56_99","Southern Coastal Plain Seepage Swamp and Baygall","Riparian",297,356,5000,162,"E",55,0,-55,"under",3,0,1,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14680_46_55_58_99_A","14680_46_55_58_99","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","Riparian",58,23,16,8,"A",14,2,-12,"under",0,0,1,1,0,1,0,0,0.5,0,0.5,NA,"fire-adapted","NA_fire-adapted"
"14680_46_55_58_99_B","14680_46_55_58_99","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","Riparian",58,23,16,8,"B",25,0,-25,"under",2,0,1,0,0,0,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-adapted","AM_fire-adapted"
"14680_46_55_58_99_C","14680_46_55_58_99","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","Riparian",58,23,16,8,"C",17,1,-16,"under",1,0,1,0,0,0,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"14680_46_55_58_99_D","14680_46_55_58_99","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","Riparian",58,23,16,8,"D",32,3,-29,"under",1,0,1,0,0,0,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"14680_46_55_58_99_E","14680_46_55_58_99","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","Riparian",58,23,16,8,"E",12,13,1,"over",2,0,0,0,0,0,0,0,0,1,0,"AM","fire-adapted","AM_fire-adapted"
"14680_60_A","14680_60","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","Riparian",98,28,14,8,"A",8,0,-8,"under",0,0,1,1,0,1,0,0,0.5,0,0.5,NA,"fire-adapted","NA_fire-adapted"
"14680_60_B","14680_60","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","Riparian",98,28,14,8,"B",16,0,-16,"under",2,0,1,0,0,0,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-adapted","AM_fire-adapted"
"14680_60_C","14680_60","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","Riparian",98,28,14,8,"C",13,0,-13,"under",1,0,1,0,0,0,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"14680_60_D","14680_60","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","Riparian",98,28,14,8,"D",52,3,-49,"under",1,0,1,0,0,0,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"14680_60_E","14680_60","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","Riparian",98,28,14,8,"E",11,19,8,"over",2,0,0,0,0,0,0,0,0,1,0,"AM","fire-adapted","AM_fire-adapted"
"14710_47_48_53_54_57_59_60_61_63_A","14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"A",9,0,-9,"under",27,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14710_47_48_53_54_57_59_60_61_63_B","14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"B",25,0,-25,"under",27,0,9,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14710_47_48_53_54_57_59_60_61_63_C","14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"C",6,1,-5,"under",18,0,18,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14710_47_48_53_54_57_59_60_61_63_D","14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"D",12,0,-12,"under",18,0,18,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14710_47_48_53_54_57_59_60_61_63_E","14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"E",48,0,-48,"under",18,0,18,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14710_49_52_A","14710_49_52","Central Interior and Appalachian Floodplain Systems","Riparian",5000,426,68,59,"A",15,0,-15,"under",0,2,0,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14710_49_52_B","14710_49_52","Central Interior and Appalachian Floodplain Systems","Riparian",5000,426,68,59,"B",23,0,-23,"under",1,2,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-sensitive","AM_fire-sensitive"
"14710_49_52_C","14710_49_52","Central Interior and Appalachian Floodplain Systems","Riparian",5000,426,68,59,"C",45,18,-27,"under",3,1,0,0,0,0,0,0,0.125,0.875,0,"AM","fire-sensitive","AM_fire-sensitive"
"14710_49_52_D","14710_49_52","Central Interior and Appalachian Floodplain Systems","Riparian",5000,426,68,59,"D",17,0,-17,"under",3,0,1,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14710_51_62_A","14710_51_62","Central Interior and Appalachian Floodplain Systems","Riparian",5000,429,67,58,"A",15,0,-15,"under",0,2,0,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14710_51_62_B","14710_51_62","Central Interior and Appalachian Floodplain Systems","Riparian",5000,429,67,58,"B",23,2,-21,"under",1,2,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-sensitive","AM_fire-sensitive"
"14710_51_62_C","14710_51_62","Central Interior and Appalachian Floodplain Systems","Riparian",5000,429,67,58,"C",44,21,-23,"under",3,1,0,0,0,0,0,0,0.125,0.875,0,"AM","fire-sensitive","AM_fire-sensitive"
"14710_51_62_D","14710_51_62","Central Interior and Appalachian Floodplain Systems","Riparian",5000,429,67,58,"D",18,0,-18,"under",3,0,1,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14710_64_65_A","14710_64_65","Central Interior and Appalachian Floodplain Systems","Riparian",603,392,120,80,"A",9,4,-5,"under",4,0,2,0,0,2,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-sensitive","AM_fire-sensitive"
"14710_64_65_B","14710_64_65","Central Interior and Appalachian Floodplain Systems","Riparian",603,392,120,80,"B",25,6,-19,"under",6,0,2,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14710_64_65_C","14710_64_65","Central Interior and Appalachian Floodplain Systems","Riparian",603,392,120,80,"C",6,17,11,"over",4,0,4,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14710_64_65_D","14710_64_65","Central Interior and Appalachian Floodplain Systems","Riparian",603,392,120,80,"D",13,1,-12,"under",6,0,2,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14710_64_65_E","14710_64_65","Central Interior and Appalachian Floodplain Systems","Riparian",603,392,120,80,"E",47,0,-47,"under",4,0,4,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14720_44_46_47_48_A","14720_44_46_47_48","Central Interior and Appalachian Riparian Systems","Riparian",990,5000,200,167,"A",17,0,-17,"under",12,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14720_44_46_47_48_B","14720_44_46_47_48","Central Interior and Appalachian Riparian Systems","Riparian",990,5000,200,167,"B",23,6,-17,"under",9,0,3,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14720_44_46_47_48_C","14720_44_46_47_48","Central Interior and Appalachian Riparian Systems","Riparian",990,5000,200,167,"C",13,3,-10,"under",6,0,6,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14720_44_46_47_48_D","14720_44_46_47_48","Central Interior and Appalachian Riparian Systems","Riparian",990,5000,200,167,"D",38,0,-38,"under",6,0,6,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14720_44_46_47_48_E","14720_44_46_47_48","Central Interior and Appalachian Riparian Systems","Riparian",990,5000,200,167,"E",9,0,-9,"under",6,0,6,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14720_53_54_57_59_60_A","14720_53_54_57_59_60","Central Interior and Appalachian Riparian Systems","Riparian",997,5000,202,168,"A",17,0,-17,"under",20,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14720_53_54_57_59_60_B","14720_53_54_57_59_60","Central Interior and Appalachian Riparian Systems","Riparian",997,5000,202,168,"B",23,0,-23,"under",15,0,5,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14720_53_54_57_59_60_C","14720_53_54_57_59_60","Central Interior and Appalachian Riparian Systems","Riparian",997,5000,202,168,"C",13,0,-13,"under",10,0,10,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14720_53_54_57_59_60_D","14720_53_54_57_59_60","Central Interior and Appalachian Riparian Systems","Riparian",997,5000,202,168,"D",38,0,-38,"under",10,0,10,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14720_53_54_57_59_60_E","14720_53_54_57_59_60","Central Interior and Appalachian Riparian Systems","Riparian",997,5000,202,168,"E",9,0,-9,"under",10,0,10,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14720_61_62_63_A","14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,5000,200,166,"A",16,1,-15,"under",9,0,3,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14720_61_62_63_B","14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,5000,200,166,"B",22,8,-14,"under",9,0,3,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14720_61_62_63_C","14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,5000,200,166,"C",13,5,-8,"under",9,0,3,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14720_61_62_63_D","14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,5000,200,166,"D",39,0,-39,"under",9,0,3,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14720_61_62_63_E","14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,5000,200,166,"E",10,0,-10,"under",9,0,3,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14720_64_65_66_A","14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,5000,198,165,"A",16,0,-16,"under",9,0,3,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14720_64_65_66_B","14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,5000,198,165,"B",22,0,-22,"under",9,0,3,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14720_64_65_66_C","14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,5000,198,165,"C",13,0,-13,"under",6,0,6,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14720_64_65_66_D","14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,5000,198,165,"D",40,0,-40,"under",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14720_64_65_66_E","14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,5000,198,165,"E",9,0,-9,"under",6,0,6,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14730_45_46_47_98_99_A","14730_45_46_47_98_99","Gulf and Atlantic Coastal Plain Floodplain Systems","Riparian",115,5000,100,53,"A",22,0,-22,"under",2,0,4,0,0,2,0,0,0.666666666666667,0.333333333333333,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14730_45_46_47_98_99_B","14730_45_46_47_98_99","Gulf and Atlantic Coastal Plain Floodplain Systems","Riparian",115,5000,100,53,"B",31,7,-24,"under",4,0,4,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14730_45_46_47_98_99_C","14730_45_46_47_98_99","Gulf and Atlantic Coastal Plain Floodplain Systems","Riparian",115,5000,100,53,"C",27,1,-26,"under",2,0,6,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14730_45_46_47_98_99_D","14730_45_46_47_98_99","Gulf and Atlantic Coastal Plain Floodplain Systems","Riparian",115,5000,100,53,"D",20,2,-18,"under",0,0,4,0,0,2,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14730_55_58_60_A","14730_55_58_60","Gulf and Atlantic Coastal Plain Floodplain Systems","Riparian",114,5000,101,54,"A",22,3,-19,"under",1,0,2,0,0,1,0,0,0.666666666666667,0.333333333333333,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14730_55_58_60_B","14730_55_58_60","Gulf and Atlantic Coastal Plain Floodplain Systems","Riparian",114,5000,101,54,"B",31,36,5,"over",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14730_55_58_60_C","14730_55_58_60","Gulf and Atlantic Coastal Plain Floodplain Systems","Riparian",114,5000,101,54,"C",26,0,-26,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14730_55_58_60_D","14730_55_58_60","Gulf and Atlantic Coastal Plain Floodplain Systems","Riparian",114,5000,101,54,"D",21,11,-10,"under",0,0,2,0,0,1,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14740_46_47_48_55_56_58_60_99_A","14740_46_47_48_55_56_58_60_99","Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","Riparian",477,202,131,68,"A",16,0,-16,"under",12,0,4,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14740_46_47_48_55_56_58_60_99_B","14740_46_47_48_55_56_58_60_99","Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","Riparian",477,202,131,68,"B",23,3,-20,"under",12,0,4,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14740_46_47_48_55_56_58_60_99_C","14740_46_47_48_55_56_58_60_99","Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","Riparian",477,202,131,68,"C",4,1,-3,"under",8,0,8,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14740_46_47_48_55_56_58_60_99_D","14740_46_47_48_55_56_58_60_99","Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","Riparian",477,202,131,68,"D",24,0,-24,"under",6,0,6,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14740_46_47_48_55_56_58_60_99_E","14740_46_47_48_55_56_58_60_99","Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","Riparian",477,202,131,68,"E",33,0,-33,"under",8,0,8,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14750_41_50_51_63_64_65_66_A","14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",5000,435,68,59,"A",16,0,-16,"under",0,4,4,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14750_41_50_51_63_64_65_66_B","14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",5000,435,68,59,"B",23,1,-22,"under",12,4,0,0,0,0,0,0,0.125,0.875,0,"AM","fire-sensitive","AM_fire-sensitive"
"14750_41_50_51_63_64_65_66_C","14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",5000,435,68,59,"C",44,4,-40,"under",12,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14750_41_50_51_63_64_65_66_D","14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",5000,435,68,59,"D",17,0,-17,"under",6,0,6,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14770_63_64_65_66_A","14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,5000,170,144,"A",13,12,-1,"under",0,0,4,0,0,12,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14770_63_64_65_66_B","14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,5000,170,144,"B",16,2,-14,"under",0,0,4,0,0,8,0,4,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14770_63_64_65_66_C","14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,5000,170,144,"C",39,16,-23,"under",0,0,8,4,0,0,0,4,0.666666666666667,0,0.333333333333333,"EcM","fire-sensitive","EcM_fire-sensitive"
"14770_63_64_65_66_D","14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,5000,170,144,"D",25,30,5,"over",0,0,4,4,0,4,0,4,0.5,0,0.5,NA,"fire-sensitive","NA_fire-sensitive"
"14790_41_42_47_48_50_51_53_A","14790_41_42_47_48_50_51_53","Central Interior and Appalachian Swamp Systems","Riparian",987,5000,5000,987,"A",24,0,-24,"under",12,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14790_41_42_47_48_50_51_53_B","14790_41_42_47_48_50_51_53","Central Interior and Appalachian Swamp Systems","Riparian",987,5000,5000,987,"B",36,0,-36,"under",12,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14790_41_42_47_48_50_51_53_C","14790_41_42_47_48_50_51_53","Central Interior and Appalachian Swamp Systems","Riparian",987,5000,5000,987,"C",40,21,-19,"under",9,0,0,0,0,3,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14790_52_62_A","14790_52_62","Central Interior and Appalachian Swamp Systems","Riparian",989,5000,5000,989,"A",15,0,-15,"under",8,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14790_52_62_B","14790_52_62","Central Interior and Appalachian Swamp Systems","Riparian",989,5000,5000,989,"B",21,0,-21,"under",8,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14790_52_62_C","14790_52_62","Central Interior and Appalachian Swamp Systems","Riparian",989,5000,5000,989,"C",64,8,-56,"under",8,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14790_60_61_63_64_65_66_A","14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,5000,1353,578,"A",24,0,-24,"under",36,0,0,6,0,12,0,0,0,0.857142857142857,0.142857142857143,"AM","fire-sensitive","AM_fire-sensitive"
"14790_60_61_63_64_65_66_B","14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,5000,1353,578,"B",36,0,-36,"under",30,0,0,6,0,12,0,0,0,0.833333333333333,0.166666666666667,"AM","fire-sensitive","AM_fire-sensitive"
"14790_60_61_63_64_65_66_C","14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,5000,1353,578,"C",40,1,-39,"under",30,0,0,6,0,12,0,0,0,0.833333333333333,0.166666666666667,"AM","fire-sensitive","AM_fire-sensitive"
"14800_46_56_58_60_64_65_66_A","14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",5000,5000,221,221,"A",9,0,-9,"under",5,0,0,0,0,10,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14800_46_56_58_60_64_65_66_B","14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",5000,5000,221,221,"B",17,0,-17,"under",15,0,5,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14800_46_56_58_60_64_65_66_C","14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",5000,5000,221,221,"C",74,2,-72,"under",15,0,5,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14800_47_A","14800_47","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",5000,5000,219,219,"A",9,1,-8,"under",1,0,0,0,0,2,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14800_47_B","14800_47","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",5000,5000,219,219,"B",17,0,-17,"under",3,0,1,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14800_47_C","14800_47","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",5000,5000,219,219,"C",74,24,-50,"under",3,0,1,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14810_41_50_51_63_A","14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,5000,5000,989,"A",14,5,-9,"under",1,0,2,1,0,0,0,0,0.5,0.25,0.25,NA,"fire-sensitive","NA_fire-sensitive"
"14810_41_50_51_63_B","14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,5000,5000,989,"B",11,5,-6,"under",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
