"model_label","bps_model","bps_name","groupveg","fri_replac","fri_mixed","fri_surfac","fri_allfir","label","ref_percent","cur_percent","class_percent_difference","class_representation","AM_woody","Dual_woody","EcM_woody","ErM_woody","NM_woody","AM_herbaceous","EcM_herbaceous","NM_herbaceous","prop_EcM_woody","prop_AM_woody","prop_ErM_woody","dominant_myco","fire_dependent","myco_fire_group"
"13350_55_58_60_A","13350_55_58_60","Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest","Hardwood",198,98,8,7,"A",11,0,-11,"under",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13350_55_58_60_B","13350_55_58_60","Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest","Hardwood",198,98,8,7,"B",18,4,-14,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"13350_55_58_60_C","13350_55_58_60","Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest","Hardwood",198,98,8,7,"C",36,3,-33,"under",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13350_55_58_60_D","13350_55_58_60","Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest","Hardwood",198,98,8,7,"D",22,0,-22,"under",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13350_55_58_60_E","13350_55_58_60","Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest","Hardwood",198,98,8,7,"E",13,0,-13,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"13420_59_A","13420_59","Piedmont Hardpan Woodland and Forest","Hardwood",308,333,5,5,"A",8,0,-8,"under",3,0,0,0,0,1,0,0,0,1,0,"AM","fire-adapted","AM_fire-adapted"
"13420_59_B","13420_59","Piedmont Hardpan Woodland and Forest","Hardwood",308,333,5,5,"B",13,10,-3,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"13420_59_C","13420_59","Piedmont Hardpan Woodland and Forest","Hardwood",308,333,5,5,"C",30,5,-25,"under",0,0,3,0,0,1,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13420_59_D","13420_59","Piedmont Hardpan Woodland and Forest","Hardwood",308,333,5,5,"D",44,0,-44,"under",0,0,3,0,0,1,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13420_59_E","13420_59","Piedmont Hardpan Woodland and Forest","Hardwood",308,333,5,5,"E",5,1,-4,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"13430_54_55_B","13430_54_55","Atlantic Coastal Plain Mesic Hardwood Forest","Hardwood",394,159,52,36,"B",30,1,-29,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13430_54_55_C","13430_54_55","Atlantic Coastal Plain Mesic Hardwood Forest","Hardwood",394,159,52,36,"C",6,4,-2,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13430_58_60_A","13430_58_60","Atlantic Coastal Plain Mesic Hardwood Forest","Hardwood",479,382,43,36,"A",10,1,-9,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13430_58_60_B","13430_58_60","Atlantic Coastal Plain Mesic Hardwood Forest","Hardwood",479,382,43,36,"B",37,0,-37,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13430_58_60_C","13430_58_60","Atlantic Coastal Plain Mesic Hardwood Forest","Hardwood",479,382,43,36,"C",16,21,5,"over",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13430_58_60_D","13430_58_60","Atlantic Coastal Plain Mesic Hardwood Forest","Hardwood",479,382,43,36,"D",9,0,-9,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13430_58_60_E","13430_58_60","Atlantic Coastal Plain Mesic Hardwood Forest","Hardwood",479,382,43,36,"E",28,1,-27,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13440_66_A","13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,5000,5000,214,"A",15,0,-15,"under",0,1,3,0,0,0,0,0,0.875,0.125,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13440_66_B","13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,5000,5000,214,"B",19,0,-19,"under",0,0,3,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13440_66_C","13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,5000,5000,214,"C",18,49,31,"over",0,1,3,0,0,0,0,0,0.875,0.125,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13440_66_D","13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,5000,5000,214,"D",18,27,9,"over",0,0,3,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13460_54_55_58_A","13460_54_55_58","Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland","Conifer",132,369,4,4,"A",13,0,-13,"under",0,0,1,0,0,3,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13460_54_55_58_B","13460_54_55_58","Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland","Conifer",132,369,4,4,"B",5,7,2,"over",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"13460_54_55_58_C","13460_54_55_58","Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland","Conifer",132,369,4,4,"C",40,7,-33,"under",0,0,1,0,0,3,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13460_54_55_58_D","13460_54_55_58","Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland","Conifer",132,369,4,4,"D",40,0,-40,"under",0,0,1,0,0,3,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13460_54_55_58_E","13460_54_55_58","Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland","Conifer",132,369,4,4,"E",2,0,-2,"under",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13470_55_58_60_A","13470_55_58_60","Atlantic Coastal Plain Upland Longleaf Pine Woodland","Conifer",131,376,4,4,"A",13,1,-12,"under",0,0,1,0,0,3,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13470_55_58_60_B","13470_55_58_60","Atlantic Coastal Plain Upland Longleaf Pine Woodland","Conifer",131,376,4,4,"B",5,13,8,"over",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"13470_55_58_60_C","13470_55_58_60","Atlantic Coastal Plain Upland Longleaf Pine Woodland","Conifer",131,376,4,4,"C",40,3,-37,"under",0,0,1,0,0,2,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13470_55_58_60_E","13470_55_58_60","Atlantic Coastal Plain Upland Longleaf Pine Woodland","Conifer",131,376,4,4,"E",2,0,-2,"under",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13490_46_48_54_55_99_A","13490_46_48_54_55_99","East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland","Conifer",116,766,3,3,"A",14,0,-14,"under",0,0,3,0,0,6,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13490_46_48_54_55_99_B","13490_46_48_54_55_99","East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland","Conifer",116,766,3,3,"B",9,0,-9,"under",0,0,6,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13490_46_48_54_55_99_C","13490_46_48_54_55_99","East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland","Conifer",116,766,3,3,"C",31,0,-31,"under",0,0,3,0,0,6,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13490_46_48_54_55_99_D","13490_46_48_54_55_99","East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland","Conifer",116,766,3,3,"D",37,1,-36,"under",0,0,3,0,0,6,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13490_46_48_54_55_99_E","13490_46_48_54_55_99","East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland","Conifer",116,766,3,3,"E",9,0,-9,"under",0,0,6,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13500_57_A","13500_57","Central and Southern Appalachian Spruce-Fir Forest","Conifer",1000,1155,5000,536,"A",12,1,-11,"under",3,0,1,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"13500_57_B","13500_57","Central and Southern Appalachian Spruce-Fir Forest","Conifer",1000,1155,5000,536,"B",24,1,-23,"under",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13500_57_C","13500_57","Central and Southern Appalachian Spruce-Fir Forest","Conifer",1000,1155,5000,536,"C",1,1,0,"equal",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13500_57_D","13500_57","Central and Southern Appalachian Spruce-Fir Forest","Conifer",1000,1155,5000,536,"D",3,5,2,"over",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13500_57_E","13500_57","Central and Southern Appalachian Spruce-Fir Forest","Conifer",1000,1155,5000,536,"E",60,90,30,"over",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13500_61_A","13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,5000,780,"A",17,1,-16,"under",3,0,1,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"13500_61_B","13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,5000,780,"B",14,70,56,"over",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13500_61_C","13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,5000,780,"C",11,10,-1,"under",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13500_61_D","13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,5000,780,"D",58,3,-55,"under",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13510_48_54_59_A","13510_48_54_59","Southeastern Interior Longleaf Pine Woodland","Conifer",552,299,3,3,"A",8,0,-8,"under",0,0,6,0,0,3,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13510_48_54_59_B","13510_48_54_59","Southeastern Interior Longleaf Pine Woodland","Conifer",552,299,3,3,"B",1,4,3,"over",0,0,6,3,0,0,0,0,0.666666666666667,0,0.333333333333333,"EcM","fire-adapted","EcM_fire-adapted"
"13510_48_54_59_C","13510_48_54_59","Southeastern Interior Longleaf Pine Woodland","Conifer",552,299,3,3,"C",26,2,-24,"under",0,0,3,0,0,3,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13510_48_54_59_D","13510_48_54_59","Southeastern Interior Longleaf Pine Woodland","Conifer",552,299,3,3,"D",63,0,-63,"under",0,0,3,0,0,3,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13510_48_54_59_E","13510_48_54_59","Southeastern Interior Longleaf Pine Woodland","Conifer",552,299,3,3,"E",2,0,-2,"under",0,0,6,3,0,0,0,0,0.666666666666667,0,0.333333333333333,"EcM","fire-adapted","EcM_fire-adapted"
"13520_53_54_57_59_60_61_A","13520_53_54_57_59_60_61","Southern Appalachian Montane Pine Forest and Woodland","Conifer",88,101,5,5,"A",13,0,-13,"under",0,0,24,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13520_53_54_57_59_60_61_B","13520_53_54_57_59_60_61","Southern Appalachian Montane Pine Forest and Woodland","Conifer",88,101,5,5,"B",3,0,-3,"under",0,0,24,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13520_53_54_57_59_60_61_C","13520_53_54_57_59_60_61","Southern Appalachian Montane Pine Forest and Woodland","Conifer",88,101,5,5,"C",24,0,-24,"under",0,0,24,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13520_53_54_57_59_60_61_D","13520_53_54_57_59_60_61","Southern Appalachian Montane Pine Forest and Woodland","Conifer",88,101,5,5,"D",54,0,-54,"under",0,0,24,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13520_53_54_57_59_60_61_E","13520_53_54_57_59_60_61","Southern Appalachian Montane Pine Forest and Woodland","Conifer",88,101,5,5,"E",6,2,-4,"under",0,0,24,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13530_46_48_53_54_57_59_60_61_A","13530_46_48_53_54_57_59_60_61","Southern Appalachian Low-Elevation Pine Forest","Conifer",153,66,9,7,"A",11,0,-11,"under",0,0,16,8,0,0,0,0,0.666666666666667,0,0.333333333333333,"EcM","fire-adapted","EcM_fire-adapted"
"13530_46_48_53_54_57_59_60_61_B","13530_46_48_53_54_57_59_60_61","Southern Appalachian Low-Elevation Pine Forest","Conifer",153,66,9,7,"B",13,0,-13,"under",0,0,7,7,0,0,0,0,0.5,0,0.5,NA,"fire-adapted","NA_fire-adapted"
"13530_46_48_53_54_57_59_60_61_C","13530_46_48_53_54_57_59_60_61","Southern Appalachian Low-Elevation Pine Forest","Conifer",153,66,9,7,"C",28,0,-28,"under",0,0,32,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13530_46_48_53_54_57_59_60_61_D","13530_46_48_53_54_57_59_60_61","Southern Appalachian Low-Elevation Pine Forest","Conifer",153,66,9,7,"D",35,0,-35,"under",8,0,24,0,0,0,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"13530_46_48_53_54_57_59_60_61_E","13530_46_48_53_54_57_59_60_61","Southern Appalachian Low-Elevation Pine Forest","Conifer",153,66,9,7,"E",13,1,-12,"under",0,0,8,8,0,0,0,0,0.5,0,0.5,NA,"fire-adapted","NA_fire-adapted"
"13530_47_A","13530_47","Southern Appalachian Low-Elevation Pine Forest","Conifer",100,1204,2,2,"A",15,0,-15,"under",0,0,2,0,0,1,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13530_47_B","13530_47","Southern Appalachian Low-Elevation Pine Forest","Conifer",100,1204,2,2,"B",3,0,-3,"under",0,0,2,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13530_47_C","13530_47","Southern Appalachian Low-Elevation Pine Forest","Conifer",100,1204,2,2,"C",36,0,-36,"under",0,0,1,0,0,3,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13530_47_D","13530_47","Southern Appalachian Low-Elevation Pine Forest","Conifer",100,1204,2,2,"D",43,8,-35,"under",0,0,1,0,0,3,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13530_47_E","13530_47","Southern Appalachian Low-Elevation Pine Forest","Conifer",100,1204,2,2,"E",3,40,37,"over",0,0,1,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13540_64_66_A","13540_64_66","Northeastern Interior Pine Barrens","Conifer",77,31,12,8,"A",5,0,-5,"under",0,0,4,0,0,4,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13540_64_66_B","13540_64_66","Northeastern Interior Pine Barrens","Conifer",77,31,12,8,"B",24,0,-24,"under",0,0,6,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13540_64_66_C","13540_64_66","Northeastern Interior Pine Barrens","Conifer",77,31,12,8,"C",39,1,-38,"under",0,0,4,4,0,0,0,0,0.5,0,0.5,NA,"fire-adapted","NA_fire-adapted"
"13540_64_66_D","13540_64_66","Northeastern Interior Pine Barrens","Conifer",77,31,12,8,"D",27,3,-24,"under",0,0,4,4,0,0,0,0,0.5,0,0.5,NA,"fire-adapted","NA_fire-adapted"
"13540_64_66_E","13540_64_66","Northeastern Interior Pine Barrens","Conifer",77,31,12,8,"E",5,11,6,"over",0,0,2,4,0,0,0,0,0.333333333333333,0,0.666666666666667,"ErM","fire-adapted","ErM_fire-adapted"
"13550_60_65_A","13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"A",6,0,-6,"under",0,0,4,0,0,4,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13550_60_65_B","13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"B",24,0,-24,"under",0,0,6,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13550_60_65_C","13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"C",39,1,-38,"under",0,0,4,4,0,0,0,0,0.5,0,0.5,NA,"fire-adapted","NA_fire-adapted"
"13550_60_65_D","13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"D",26,1,-25,"under",0,0,4,4,0,0,0,0,0.5,0,0.5,NA,"fire-adapted","NA_fire-adapted"
"13550_60_65_E","13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"E",5,4,-1,"under",0,0,2,4,0,0,0,0,0.333333333333333,0,0.666666666666667,"ErM","fire-adapted","ErM_fire-adapted"
"13570_46_47_55_58_99_A","13570_46_47_55_58_99","Southern Coastal Plain Mesic Slope Forest","Hardwood",402,159,52,35,"A",8,0,-8,"under",4,0,4,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"13570_46_47_55_58_99_B","13570_46_47_55_58_99","Southern Coastal Plain Mesic Slope Forest","Hardwood",402,159,52,35,"B",30,0,-30,"under",4,0,4,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"13570_46_47_55_58_99_C","13570_46_47_55_58_99","Southern Coastal Plain Mesic Slope Forest","Hardwood",402,159,52,35,"C",6,0,-6,"under",4,0,4,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"13570_46_47_55_58_99_D","13570_46_47_55_58_99","Southern Coastal Plain Mesic Slope Forest","Hardwood",402,159,52,35,"D",15,0,-15,"under",4,0,4,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"13570_46_47_55_58_99_E","13570_46_47_55_58_99","Southern Coastal Plain Mesic Slope Forest","Hardwood",402,159,52,35,"E",41,0,-41,"under",4,0,4,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"13610_58_60_A","13610_58_60","Central Atlantic Coastal Plain Maritime Forest","Hardwood",357,119,113,50,"A",7,0,-7,"under",2,0,1,0,0,0,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-sensitive","AM_fire-sensitive"
"13610_58_60_B","13610_58_60","Central Atlantic Coastal Plain Maritime Forest","Hardwood",357,119,113,50,"B",22,0,-22,"under",2,0,1,0,0,0,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-sensitive","AM_fire-sensitive"
"13610_58_60_C","13610_58_60","Central Atlantic Coastal Plain Maritime Forest","Hardwood",357,119,113,50,"C",7,0,-7,"under",2,0,1,0,0,0,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-sensitive","AM_fire-sensitive"
"13610_58_60_D","13610_58_60","Central Atlantic Coastal Plain Maritime Forest","Hardwood",357,119,113,50,"D",13,2,-11,"under",2,0,1,0,0,0,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-sensitive","AM_fire-sensitive"
"13610_58_60_E","13610_58_60","Central Atlantic Coastal Plain Maritime Forest","Hardwood",357,119,113,50,"E",51,0,-51,"under",2,0,1,0,0,0,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-sensitive","AM_fire-sensitive"
"13620_51_63_64_65_66_A","13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A",13,0,-13,"under",0,8,16,0,0,0,0,0,0.833333333333333,0.166666666666667,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13620_51_63_64_65_66_B","13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"B",13,22,9,"over",0,4,12,0,0,0,0,0,0.875,0.125,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13620_51_63_64_65_66_C","13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"C",48,1,-47,"under",0,0,12,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13620_51_63_64_65_66_D","13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"D",26,0,-26,"under",0,0,12,4,0,0,0,0,0.75,0,0.25,"EcM","fire-sensitive","EcM_fire-sensitive"
"13630_47_53_B","13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"B",30,0,-30,"under",0,0,4,0,0,4,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13630_47_53_C","13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"C",36,0,-36,"under",0,0,4,0,0,4,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13630_47_53_D","13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"D",14,2,-12,"under",0,0,4,2,0,2,0,0,0.666666666666667,0,0.333333333333333,"EcM","fire-adapted","EcM_fire-adapted"
"13630_47_53_E","13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"E",3,34,31,"over",0,0,4,2,0,0,0,0,0.666666666666667,0,0.333333333333333,"EcM","fire-adapted","EcM_fire-adapted"
"13660_51_63_64_65_66_A","13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"A",3,0,-3,"under",0,4,4,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13660_51_63_64_65_66_B","13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"B",16,1,-15,"under",4,8,8,0,0,0,0,0,0.6,0.4,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13660_51_63_64_65_66_C","13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"C",39,0,-39,"under",0,0,16,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13660_51_63_64_65_66_D","13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"D",42,22,-20,"under",0,0,12,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13680_46_48_54_57_59_60_61_A","13680_46_48_54_57_59_60_61","Southern Piedmont Dry Oak(-Pine) Forest","Hardwood-Conifer",325,235,5,5,"A",8,0,-8,"under",0,0,14,7,0,7,0,0,0.666666666666667,0,0.333333333333333,"EcM","fire-adapted","EcM_fire-adapted"
"13680_46_48_54_57_59_60_61_B","13680_46_48_54_57_59_60_61","Southern Piedmont Dry Oak(-Pine) Forest","Hardwood-Conifer",325,235,5,5,"B",16,1,-15,"under",14,0,14,0,0,0,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"13680_46_48_54_57_59_60_61_C","13680_46_48_54_57_59_60_61","Southern Piedmont Dry Oak(-Pine) Forest","Hardwood-Conifer",325,235,5,5,"C",24,0,-24,"under",0,0,14,7,0,7,0,0,0.666666666666667,0,0.333333333333333,"EcM","fire-adapted","EcM_fire-adapted"
"13680_46_48_54_57_59_60_61_D","13680_46_48_54_57_59_60_61","Southern Piedmont Dry Oak(-Pine) Forest","Hardwood-Conifer",325,235,5,5,"D",40,0,-40,"under",0,0,14,7,0,7,0,0,0.666666666666667,0,0.333333333333333,"EcM","fire-adapted","EcM_fire-adapted"
"13680_46_48_54_57_59_60_61_E","13680_46_48_54_57_59_60_61","Southern Piedmont Dry Oak(-Pine) Forest","Hardwood-Conifer",325,235,5,5,"E",12,0,-12,"under",7,0,21,0,0,0,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"13690_60_61_63_64_65_66_A","13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"A",11,0,-11,"under",0,0,24,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13690_60_61_63_64_65_66_B","13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"B",15,1,-14,"under",0,0,18,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13690_60_61_63_64_65_66_C","13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"C",12,2,-10,"under",0,0,30,6,0,0,0,0,0.833333333333333,0,0.166666666666667,"EcM","fire-adapted","EcM_fire-adapted"
"13690_60_61_63_64_65_66_D","13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"D",42,0,-42,"under",0,0,30,6,0,0,0,0,0.833333333333333,0,0.166666666666667,"EcM","fire-adapted","EcM_fire-adapted"
"13690_60_61_63_64_65_66_E","13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"E",20,0,-20,"under",0,0,30,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13700_53_61_62_A","13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,5000,529,"A",9,0,-9,"under",6,0,6,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"13700_53_61_62_B","13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,5000,529,"B",14,8,-6,"under",6,0,6,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"13700_53_61_62_C","13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,5000,529,"C",9,2,-7,"under",3,0,9,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13700_53_61_62_D","13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,5000,529,"D",68,3,-65,"under",6,0,6,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"13700_60_63_64_65_66_A","13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,5000,531,"A",9,0,-9,"under",10,0,10,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
