"value","count","total_bps_count","bps_model","bps_name","groupveg","fri_replac","fri_mixed","fri_surfac","fri_allfir","label","model_label","ref_percent","cur_percent","class_percent_difference","class_representation","symbol","scientific_name","common_name","canopy_position"
48,2090333,45430743,"13730_65_66","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1127,-9999,-9999,1127,"Agriculture","13730_65_66_Agriculture",0,5,5,"over","Agriculture","Agriculture","Agriculture","Agriculture"
49,11188,45430743,"13730_65_66","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1127,-9999,-9999,1127,"Barren or Sparse","13730_65_66_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
50,38324,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"B","13770_60_61_63_64_65_66_B",7,1,-6,"under","PINUS","Pinus","Pine","Upper"
50,38324,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"B","13770_60_61_63_64_65_66_B",7,1,-6,"under","QUERC","Quercus","Oak","Low-Mid"
50,38324,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"B","13770_60_61_63_64_65_66_B",7,1,-6,"under","QUIL","Quercus ilicifolia","Bear oak","Lower"
50,38324,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"B","13770_60_61_63_64_65_66_B",7,1,-6,"under","GABA","Gaylussacia baccata","Black huckleberry","Lower"
51,124154,7613696,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,"Agriculture","14750_41_50_51_63_64_65_66_Agriculture",0,2,2,"over","Agriculture","Agriculture","Agriculture","Agriculture"
52,1765335,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"B","13620_51_63_64_65_66_B",13,22,9,"over","PIRE","Pinus resinosa","Red pine","Upper"
52,1765335,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"B","13620_51_63_64_65_66_B",13,22,9,"over","PIBA2","Pinus banksiana","Jack pine","Upper"
52,1765335,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"B","13620_51_63_64_65_66_B",13,22,9,"over","POTR5","Populus tremuloides","Quaking aspen","Mid-Upper"
52,1765335,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"B","13620_51_63_64_65_66_B",13,22,9,"over","BEPA","Betula papyrifera","Paper birch","Mid-Upper"
53,1333311,45527252,"13020_65_66","Laurentian-Acadian Northern Hardwoods Forest","Hardwood",983,-9999,-9999,983,"Agriculture","13020_65_66_Agriculture",0,3,3,"over","Agriculture","Agriculture","Agriculture","Agriculture"
54,45437,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"D","13770_60_61_63_64_65_66_D",16,1,-15,"under","PINUS","Pinus","Pine","Upper"
54,45437,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"D","13770_60_61_63_64_65_66_D",16,1,-15,"under","QUIL","Quercus ilicifolia","Bear oak","Lower"
54,45437,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"D","13770_60_61_63_64_65_66_D",16,1,-15,"under","GABA","Gaylussacia baccata","Black huckleberry","Lower"
55,21566,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"Agriculture","13770_60_61_63_64_65_66_Agriculture",0,1,1,"over","Agriculture","Agriculture","Agriculture","Agriculture"
56,154372,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"UE","13620_51_63_64_65_66_UE",0,2,2,"over","UE","UE","UE","UE"
57,248740,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"Agriculture","13620_51_63_64_65_66_Agriculture",0,3,3,"over","Agriculture","Agriculture","Agriculture","Agriculture"
58,112830,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"C","13620_51_63_64_65_66_C",48,1,-47,"under","PIRE","Pinus resinosa","Red pine","Upper"
58,112830,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"C","13620_51_63_64_65_66_C",48,1,-47,"under","PIST","Pinus strobus","Eastern white pine","Upper"
58,112830,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"C","13620_51_63_64_65_66_C",48,1,-47,"under","PIBA2","Pinus banksiana","Jack pine","Upper"
59,425579,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"Developed","13620_51_63_64_65_66_Developed",0,5,5,"over","Developed","Developed","Developed","Developed"
60,1008596,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"A","13740_64_65_66_A",8,8,0,"equal","POTR5","Populus tremuloides","Quaking aspen","Upper"
60,1008596,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"A","13740_64_65_66_A",8,8,0,"equal","BEPAC2","Betula papyrifera var. cordifolia","Mountain paper birch","Upper"
60,1008596,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"A","13740_64_65_66_A",8,8,0,"equal","BEPA","Betula papyrifera","Paper birch","Upper"
60,1008596,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"A","13740_64_65_66_A",8,8,0,"equal","ABBA","Abies balsamea","Balsam fir","Low-Mid"
61,2963738,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"C","13740_64_65_66_C",7,24,17,"over","BEPAC2","Betula papyrifera var. cordifolia","Mountain paper birch","Upper"
61,2963738,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"C","13740_64_65_66_C",7,24,17,"over","POTR5","Populus tremuloides","Quaking aspen","Upper"
61,2963738,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"C","13740_64_65_66_C",7,24,17,"over","ABBA","Abies balsamea","Balsam fir","Low-Mid"
61,2963738,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"C","13740_64_65_66_C",7,24,17,"over","PIRU","Picea rubens","Red spruce","Low-Mid"
62,40301,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"UE","13770_60_61_63_64_65_66_UE",0,1,1,"over","UE","UE","UE","UE"
63,35330,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A","13620_51_63_64_65_66_A",13,0,-13,"under","PIRE","Pinus resinosa","Red pine","Upper"
63,35330,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A","13620_51_63_64_65_66_A",13,0,-13,"under","PIST","Pinus strobus","Eastern white pine","Upper"
63,35330,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A","13620_51_63_64_65_66_A",13,0,-13,"under","PIBA2","Pinus banksiana","Jack pine","Low-Mid"
63,35330,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A","13620_51_63_64_65_66_A",13,0,-13,"under","POTR5","Populus tremuloides","Quaking aspen","Mid-Upper"
63,35330,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A","13620_51_63_64_65_66_A",13,0,-13,"under","BEPA","Betula papyrifera","Paper birch","Mid-Upper"
63,35330,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A","13620_51_63_64_65_66_A",13,0,-13,"under","POGR4","Populus grandidentata","Bigtooth aspen","Mid-Upper"
64,117924,33089915,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"A","13660_51_63_64_65_66_A",3,0,-3,"under","BEPA","Betula papyrifera","Paper birch","Upper"
64,117924,33089915,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"A","13660_51_63_64_65_66_A",3,0,-3,"under","POTR5","Populus tremuloides","Quaking aspen","Upper"
65,2021965,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"B","13740_64_65_66_B",7,16,9,"over","POTR5","Populus tremuloides","Quaking aspen","Upper"
65,2021965,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"B","13740_64_65_66_B",7,16,9,"over","BEPAC2","Betula papyrifera var. cordifolia","Mountain paper birch","Upper"
65,2021965,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"B","13740_64_65_66_B",7,16,9,"over","ABBA","Abies balsamea","Balsam fir","Low-Mid"
65,2021965,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"B","13740_64_65_66_B",7,16,9,"over","PIRU","Picea rubens","Red spruce","Low-Mid"
66,193820,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"UN","13740_64_65_66_UN",0,2,2,"over","UN","UN","UN","UN"
67,113298,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"UE","13740_64_65_66_UE",0,1,1,"over","UE","UE","UE","UE"
68,4497,1687236,"14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,-9999,170,144,"Agriculture","14770_63_64_65_66_Agriculture",0,0,0,"equal","Agriculture","Agriculture","Agriculture","Agriculture"
69,283878,9300655,"15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,-9999,-9999,1011,"Agriculture","15260_64_65_66_Agriculture",0,3,3,"over","Agriculture","Agriculture","Agriculture","Agriculture"
70,71511,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"Agriculture","14940_63_65_66_Agriculture",0,2,2,"over","Agriculture","Agriculture","Agriculture","Agriculture"
71,9532,174618,"0","Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",-9999,-9999,-9999,-9999,"Barren or Sparse","0_Barren or Sparse",NA,5,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
72,474030,33089915,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"Agriculture","13660_51_63_64_65_66_Agriculture",0,1,1,"over","Agriculture","Agriculture","Agriculture","Agriculture"
73,155089,18935868,"13240_60_65_66","Northern Atlantic Coastal Plain Hardwood Forest","Hardwood",48,44,4,4,"E","13240_60_65_66_E",17,1,-16,"under","QUVE","Quercus velutina","Black oak","Upper"
73,155089,18935868,"13240_60_65_66","Northern Atlantic Coastal Plain Hardwood Forest","Hardwood",48,44,4,4,"E","13240_60_65_66_E",17,1,-16,"under","QUAL","Quercus alba","White oak","Upper"
73,155089,18935868,"13240_60_65_66","Northern Atlantic Coastal Plain Hardwood Forest","Hardwood",48,44,4,4,"E","13240_60_65_66_E",17,1,-16,"under","BEPO","Betula populifolia","Gray birch","Middle"
73,155089,18935868,"13240_60_65_66","Northern Atlantic Coastal Plain Hardwood Forest","Hardwood",48,44,4,4,"E","13240_60_65_66_E",17,1,-16,"under","VACO","Vaccinium corymbosum","Highbush blueberry","Lower"
74,142,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"A","14940_63_65_66_A",47,0,-47,"under","NYOD","Nymphaea odorata","American white waterlily","Lower"
74,142,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"A","14940_63_65_66_A",47,0,-47,"under","POCO14","Pontederia cordata","Pickerelweed","Lower"
74,142,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"A","14940_63_65_66_A",47,0,-47,"under","NULUV","Nuphar lutea ssp. variegata","Varigated yellow pond-lily","Lower"
74,142,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"A","14940_63_65_66_A",47,0,-47,"under","POTAM","Potamogeton","Pondweed","Lower"
75,98546,12278245,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,"Developed","13740_64_65_66_Developed",0,1,1,"over","Developed","Developed","Developed","Developed"
76,33893,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"C","13440_66_C",18,49,31,"over","BEPA","Betula papyrifera","Paper birch","Mid-Upper"
76,33893,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"C","13440_66_C",18,49,31,"over","POTR5","Populus tremuloides","Quaking aspen","Mid-Upper"
76,33893,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"C","13440_66_C",18,49,31,"over","ABBA","Abies balsamea","Balsam fir","Low-Mid"
76,33893,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"C","13440_66_C",18,49,31,"over","PIMA","Picea mariana","Black spruce","Low-Mid"
77,1616,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"UE","13440_66_UE",0,2,2,"over","UE","UE","UE","UE"
78,13851,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"UN","13440_66_UN",0,20,20,"over","UN","UN","UN","UN"
79,113,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"A","13440_66_A",15,0,-15,"under","ABBA","Abies balsamea","Balsam fir","Mid-Upper"
79,113,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"A","13440_66_A",15,0,-15,"under","PIMA","Picea mariana","Black spruce","Mid-Upper"
79,113,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"A","13440_66_A",15,0,-15,"under","BEPA","Betula papyrifera","Paper birch","Mid-Upper"
79,113,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"A","13440_66_A",15,0,-15,"under","POTR5","Populus tremuloides","Quaking aspen","Mid-Upper"
80,339,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"B","13440_66_B",19,0,-19,"under","ABBA","Abies balsamea","Balsam fir","Mid-Upper"
80,339,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"B","13440_66_B",19,0,-19,"under","BEPA","Betula papyrifera","Paper birch","Mid-Upper"
80,339,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"B","13440_66_B",19,0,-19,"under","PIMA","Picea mariana","Black spruce","Low-Mid"
81,702,5153551,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,-9999,198,165,"A","14720_64_65_66_A",16,0,-16,"under","ACRU","Acer rubrum","Red maple","All"
81,702,5153551,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,-9999,198,165,"A","14720_64_65_66_A",16,0,-16,"under","PLOC","Platanus occidentalis","American sycamore","All"
81,702,5153551,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,-9999,198,165,"A","14720_64_65_66_A",16,0,-16,"under","BENI","Betula nigra","River birch","All"
81,702,5153551,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,-9999,198,165,"A","14720_64_65_66_A",16,0,-16,"under","FRPE","Fraxinus pennsylvanica","Green ash","All"
82,1735,5153551,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,-9999,198,165,"Agriculture","14720_64_65_66_Agriculture",0,0,0,"equal","Agriculture","Agriculture","Agriculture","Agriculture"
83,11499,402009,"14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,-9999,6,"Agriculture","14360_65_66_Agriculture",0,3,3,"over","Agriculture","Agriculture","Agriculture","Agriculture"
84,5147,402009,"14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,-9999,6,"A","14360_65_66_A",43,1,-42,"under","AMBR","Ammophila breviligulata","American beachgrass","Upper"
84,5147,402009,"14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,-9999,6,"A","14360_65_66_A",43,1,-42,"under","SPPA","Spartina patens","Saltmeadow cordgrass","Upper"
84,5147,402009,"14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,-9999,6,"A","14360_65_66_A",43,1,-42,"under","PAAM2","Panicum amarum","Bitter panicgrass","Upper"
85,42334,652334,"14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,-9999,-9999,508,"UN","14900_65_66_UN",0,6,6,"over","UN","UN","UN","UN"
86,55108,652334,"14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,-9999,-9999,508,"B","14900_65_66_B",16,8,-8,"under","DISP","Distichlis spicata","Inland saltgrass","Mid-Upper"
86,55108,652334,"14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,-9999,-9999,508,"B","14900_65_66_B",16,8,-8,"under","SPAL","Spartina alterniflora","Smooth cordgrass","Mid-Upper"
86,55108,652334,"14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,-9999,-9999,508,"B","14900_65_66_B",16,8,-8,"under","SPPA","Spartina patens","Saltmeadow cordgrass","Mid-Upper"
87,1850,652334,"14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,-9999,-9999,508,"Agriculture","14900_65_66_Agriculture",0,0,0,"equal","Agriculture","Agriculture","Agriculture","Agriculture"
88,994,5153551,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,-9999,198,165,"UE","14720_64_65_66_UE",0,0,0,"equal","UE","UE","UE","UE"
89,4524,45527252,"13020_65_66","Laurentian-Acadian Northern Hardwoods Forest","Hardwood",983,-9999,-9999,983,"Barren or Sparse","13020_65_66_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
90,371,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"Barren or Sparse","14940_63_65_66_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
91,725,9300655,"15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,-9999,-9999,1011,"Barren or Sparse","15260_64_65_66_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
92,400,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"Barren or Sparse","13770_60_61_63_64_65_66_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
93,1023,69872,"13440_66","Boreal Jack Pine-Black Spruce Forest","Conifer",214,-9999,-9999,214,"Developed","13440_66_Developed",0,1,1,"over","Developed","Developed","Developed","Developed"
94,36422,22133011,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,"B","14800_46_56_58_60_64_65_66_B",17,0,-17,"under","TADI2","Taxodium distichum","Bald cypress","Upper"
94,36422,22133011,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,"B","14800_46_56_58_60_64_65_66_B",17,0,-17,"under","NYBI","Nyssa biflora","Swamp tupelo","Mid-Upper"
94,36422,22133011,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,"B","14800_46_56_58_60_64_65_66_B",17,0,-17,"under","QUPH","Quercus phellos","Willow oak","Mid-Upper"
