"bps_model_id","class","symbol","scientific_name","common_name","canopy_position"
"10440_3_6_7","E","ABMA","Abies magnifica","California red fir","Upper"
"10440_3_6_7","E","PICO","Pinus contorta","Lodgepole pine","Upper"
"10440_3_6_7","E","PIMO3","Pinus monticola","Western white pine","Upper"
"10450_1_7_8_9","A","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10450_1_7_8_9","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10450_1_7_8_9","A","LAOC","Larix occidentalis","Western larch","Upper"
"10450_1_7_8_9","A","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10450_1_7_8_9","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10450_1_7_8_9","B","PSME","Pseudotsuga menziesii","Douglas-fir","Mid-Upper"
"10450_1_7_8_9","B","LAOC","Larix occidentalis","Western larch","Mid-Upper"
"10450_1_7_8_9","B","ABGR","Abies grandis","Grand fir","Mid-Upper"
"10450_1_7_8_9","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10450_1_7_8_9","C","PSME","Pseudotsuga menziesii","Douglas-fir","Mid-Upper"
"10450_1_7_8_9","C","LAOC","Larix occidentalis","Western larch","Mid-Upper"
"10450_1_7_8_9","C","ABGR","Abies grandis","Grand fir","Mid-Upper"
"10450_1_7_8_9","D","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10450_1_7_8_9","D","PSME","Pseudotsuga menziesii","Douglas-fir","Mid-Upper"
"10450_1_7_8_9","D","LAOC","Larix occidentalis","Western larch","Mid-Upper"
"10450_1_7_8_9","D","ABGR","Abies grandis","Grand fir","Mid-Upper"
"10450_1_7_8_9","E","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10450_1_7_8_9","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10450_1_7_8_9","E","ABGR","Abies grandis","Grand fir","Mid-Upper"
"10450_1_7_8_9","E","LAOC","Larix occidentalis","Western larch","Upper"
"10450_21","A","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10450_21","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10450_21","A","PICO","Pinus contorta","Lodgepole pine","Upper"
"10450_21","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10450_21","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10450_21","B","PICO","Pinus contorta","Lodgepole pine","Middle"
"10450_21","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10450_21","C","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10450_21","C","PICO","Pinus contorta","Lodgepole pine","Upper"
"10450_21","D","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10450_21","D","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10450_21","E","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10450_21","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10451_10_19","A","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10451_10_19","A","LAOC","Larix occidentalis","Western larch","Upper"
"10451_10_19","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10451_10_19","A","PICO","Pinus contorta","Lodgepole pine","Upper"
"10451_10_19","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10451_10_19","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10451_10_19","B","PICO","Pinus contorta","Lodgepole pine","Middle"
"10451_10_19","B","LAOC","Larix occidentalis","Western larch","Upper"
"10451_10_19","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10451_10_19","C","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10451_10_19","C","LAOC","Larix occidentalis","Western larch","Upper"
"10451_10_19","C","PICO","Pinus contorta","Lodgepole pine","Middle"
"10451_10_19","D","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10451_10_19","D","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10451_10_19","D","LAOC","Larix occidentalis","Western larch","Upper"
"10451_10_19","E","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10451_10_19","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10451_10_19","E","ABGR","Abies grandis","Grand fir","Middle"
"10451_10_19","E","LAOC","Larix occidentalis","Western larch","Upper"
"10451_20","A","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10451_20","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10451_20","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10451_20","B","PSME","Pseudotsuga menziesii","Douglas-fir","Mid-Upper"
"10451_20","C","PIPO","Pinus ponderosa","Ponderosa pine","All"
"10451_20","C","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10451_20","D","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10451_20","D","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10451_20","E","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10451_20","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10452_10_19","A","LAOC","Larix occidentalis","Western larch","Upper"
"10452_10_19","A","PICO","Pinus contorta","Lodgepole pine","Upper"
"10452_10_19","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10452_10_19","A","ABLA","Abies lasiocarpa","Subalpine fir","Lower"
"10452_10_19","B","LAOC","Larix occidentalis","Western larch","Upper"
"10452_10_19","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"10452_10_19","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10452_10_19","B","ABLA","Abies lasiocarpa","Subalpine fir","Middle"
"10452_10_19","C","LAOC","Larix occidentalis","Western larch","Upper"
"10452_10_19","C","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10452_10_19","C","PICO","Pinus contorta","Lodgepole pine","Upper"
"10452_10_19","C","ABLA","Abies lasiocarpa","Subalpine fir","Middle"
"10452_10_19","D","LAOC","Larix occidentalis","Western larch","Upper"
"10452_10_19","D","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10452_10_19","D","PICO","Pinus contorta","Lodgepole pine","Mid-Upper"
"10452_10_19","D","ABLA","Abies lasiocarpa","Subalpine fir","Middle"
"10452_10_19","E","ABLA","Abies lasiocarpa","Subalpine fir","Upper"
"10452_10_19","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10452_10_19","E","LAOC","Larix occidentalis","Western larch","Upper"
"10452_10_19","E","ABGR","Abies grandis","Grand fir","Mid-Upper"
"10453_10_19","A","XETE","Xerophyllum tenax","Common beargrass","Lower"
"10453_10_19","A","VAME","Vaccinium membranaceum","Thinleaf huckleberry","Lower"
"10453_10_19","A","PICO","Pinus contorta","Lodgepole pine","Low-Mid"
"10453_10_19","A","PSME","Pseudotsuga menziesii","Douglas-fir","Low-Mid"
"10453_10_19","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"10453_10_19","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10453_10_19","B","LAOC","Larix occidentalis","Western larch","Upper"
"10453_10_19","B","ABGR","Abies grandis","Grand fir","Mid-Upper"
"10453_10_19","C","PICO","Pinus contorta","Lodgepole pine","Upper"
"10453_10_19","C","ABGR","Abies grandis","Grand fir","Mid-Upper"
"10453_10_19","C","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10453_10_19","C","LAOC","Larix occidentalis","Western larch","Upper"
"10453_10_19","D","LAOC","Larix occidentalis","Western larch","Upper"
"10453_10_19","D","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10453_10_19","D","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10453_10_19","D","PICO","Pinus contorta","Lodgepole pine","Upper"
"10453_10_19","E","LAOC","Larix occidentalis","Western larch","Upper"
"10453_10_19","E","ABGR","Abies grandis","Grand fir","Upper"
"10453_10_19","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10453_10_19","E","PICO","Pinus contorta","Lodgepole pine","Upper"
"10454_20","A","PICO","Pinus contorta","Lodgepole pine","Upper"
"10454_20","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"10454_20","B","PSME","Pseudotsuga menziesii","Douglas-fir","Lower"
"10454_20","C","PICO","Pinus contorta","Lodgepole pine","Upper"
"10454_20","C","PSME","Pseudotsuga menziesii","Douglas-fir","Lower"
"10454_20","D","PICO","Pinus contorta","Lodgepole pine","Upper"
"10454_20","D","PSME","Pseudotsuga menziesii","Douglas-fir","Low-Mid"
"10454_20","E","PICO","Pinus contorta","Lodgepole pine","Upper"
"10454_20","E","PSME","Pseudotsuga menziesii","Douglas-fir","Middle"
"10460_1_7_9","A","VASC","Vaccinium scoparium","Grouse whortleberry","Upper"
"10460_1_7_9","A","POPU3","Polemonium pulcherrimum","Jacob’s ladder","Middle"
"10460_1_7_9","A","FEVI","Festuca viridula","Greenleaf fescue","Middle"
"10460_1_7_9","B","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_1_7_9","B","VASC","Vaccinium scoparium","Grouse whortleberry","Low-Mid"
"10460_1_7_9","B","POPU3","Polemonium pulcherrimum","Jacob’s ladder","Lower"
"10460_1_7_9","C","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_1_7_9","C","ABLA","Abies lasiocarpa","Subalpine fir","Upper"
"10460_1_7_9","C","VASC","Vaccinium scoparium","Grouse whortleberry","Middle"
"10460_1_7_9","C","POPU3","Polemonium pulcherrimum","Jacob’s ladder","Lower"
"10460_10_19_20","A","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_10_19_20","A","LALY","Larix lyallii","Subalpine larch","Upper"
"10460_10_19_20","A","PICO","Pinus contorta","Lodgepole pine","Upper"
"10460_10_19_20","A","","","",""
"10460_10_19_20","B","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_10_19_20","B","ABLA","Abies lasiocarpa","Subalpine fir","Upper"
"10460_10_19_20","B","PIEN","Picea engelmannii","Engelmann spruce","Mid-Upper"
"10460_10_19_20","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"10460_10_19_20","C","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_10_19_20","C","LALY","Larix lyallii","Subalpine larch","Upper"
"10460_10_19_20","C","PICO","Pinus contorta","Lodgepole pine","Upper"
"10460_10_19_20","C","","","",""
"10460_10_19_20","D","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_10_19_20","D","LALY","Larix lyallii","Subalpine larch","Upper"
"10460_10_19_20","D","PICO","Pinus contorta","Lodgepole pine","Upper"
"10460_10_19_20","D","","","","Upper"
"10460_10_19_20","E","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_10_19_20","E","ABLA","Abies lasiocarpa","Subalpine fir","Upper"
"10460_10_19_20","E","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"10460_10_19_20","E","","","",""
"10460_18","A","ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","Upper"
"10460_18","A","VASC","Vaccinium scoparium","Grouse whortleberry","Mid-Upper"
"10460_18","A","FEID","Festuca idahoensis","Idaho fescue","Low-Mid"
"10460_18","A","CAGE","Carex geophila","White mountain sedge","Low-Mid"
"10460_18","B","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_18","B","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"10460_18","B","ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","Middle"
"10460_18","B","CAGE","Carex geophila","White mountain sedge","Low-Mid"
"10460_18","C","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_18","C","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"10460_18","C","ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","Middle"
"10460_18","C","ABLA","Abies lasiocarpa","Subalpine fir","Middle"
"10460_18","D","ABLA","Abies lasiocarpa","Subalpine fir","Upper"
"10460_18","D","PIAL","Pinus albicaulis","Whitebark pine","Mid-Upper"
"10460_18","D","PIEN","Picea engelmannii","Engelmann spruce","Mid-Upper"
"10460_18","D","ABLA","Abies lasiocarpa","Subalpine fir","Low-Mid"
"10460_21","A","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_21","A","PICO","Pinus contorta","Lodgepole pine","Upper"
"10460_21","A","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"10460_21","A","PIFL2","Pinus flexilis","Limber pine","Upper"
"10460_21","B","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_21","B","ABLA","Abies lasiocarpa","Subalpine fir","Upper"
"10460_21","B","PIEN","Picea engelmannii","Engelmann spruce","Mid-Upper"
"10460_21","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"10460_21","C","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_21","C","LALY","Larix lyallii","Subalpine larch","Upper"
"10460_21","C","PICO","Pinus contorta","Lodgepole pine","Upper"
"10460_21","C","PIFL2","Pinus flexilis","Limber pine","Upper"
"10460_21","D","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_21","D","PICO","Pinus contorta","Lodgepole pine","Upper"
"10460_21","D","PIFL2","Pinus flexilis","Limber pine","Upper"
"10460_21","E","PIAL","Pinus albicaulis","Whitebark pine","Upper"
"10460_21","E","ABLA","Abies lasiocarpa","Subalpine fir","Upper"
"10460_21","E","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"10460_21","E","PIFL2","Pinus flexilis","Limber pine","Upper"
"10470_10_19","A","CEVE","Ceanothus velutinus","Snowbrush ceanothus","Upper"
"10470_10_19","A","SASC","Salix scouleriana","Scouler’s willow","Upper"
"10470_10_19","A","PIMO3","Pinus monticola","Western white pine","Middle"
"10470_10_19","A","LAOC","Larix occidentalis","Western larch","Upper"
"10470_10_19","B","PIMO3","Pinus monticola","Western white pine","Upper"
"10470_10_19","B","LAOC","Larix occidentalis","Western larch","Upper"
"10470_10_19","B","ABGR","Abies grandis","Grand fir","Upper"
"10470_10_19","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10470_10_19","C","PIMO3","Pinus monticola","Western white pine","Upper"
"10470_10_19","C","LAOC","Larix occidentalis","Western larch","Upper"
"10470_10_19","C","THPL","Thuja plicata","Western red cedar","Low-Mid"
"10470_10_19","C","ABGR","Abies grandis","Grand fir","Upper"
"10470_10_19","D","PIMO3","Pinus monticola","Western white pine","Upper"
"10470_10_19","D","LAOC","Larix occidentalis","Western larch","Upper"
"10470_10_19","D","THPL","Thuja plicata","Western red cedar","Upper"
"10470_10_19","D","ABGR","Abies grandis","Grand fir","Upper"
"10470_10_19","E","THPL","Thuja plicata","Western red-cedar","Upper"
"10470_10_19","E","TSHE","Tsuga heterophylla","Western hemlock","Upper"
"10470_10_19","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10470_10_19","E","ABGR","Abies grandis","Grand fir","Upper"
"10470_8_9","A","CEVE","Ceanothus velutinus","Snowbrush ceanothus","Upper"
"10470_8_9","A","ACGL","Acer glabrum","Rocky Mountain maple","Upper"
"10470_8_9","A","SASC","Salix scouleriana","Scouler’s willow","Upper"
"10470_8_9","A","PHMA5","Physocarpus malvaceus","Mallow ninebark","Upper"
"10470_8_9","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10470_8_9","B","ABGR","Abies grandis","Grand fir","Upper"
"10470_8_9","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10470_8_9","B","LAOC","Larix occidentalis","Western larch","Upper"
"10470_8_9","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10470_8_9","C","LAOC","Larix occidentalis","Western larch","Upper"
"10470_8_9","C","PSME","Pseudotsuga menziesii","Douglas-fir","Mid-Upper"
"10470_8_9","C","ABGR","Abies grandis","Grand fir","Mid-Upper"
"10470_8_9","D","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10470_8_9","D","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10470_8_9","D","LAOC","Larix occidentalis","Western larch","Upper"
"10470_8_9","D","ABGR","Abies grandis","Grand fir","Mid-Upper"
"10470_8_9","E","ABGR","Abies grandis","Grand fir","Upper"
"10470_8_9","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10470_8_9","E","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10470_8_9","E","LAOC","Larix occidentalis","Western larch","Upper"
"10472_10_19","A","CLUN","Clarkia unguiculata","Elegant clarkia","Lower"
"10472_10_19","A","ADPE","Adiantum pedatum","Northern maidenhair","Lower"
"10472_10_19","A","ATFI","Athyrium filix-femina","Common ladyfern","Lower"
"10472_10_19","A","THPL","Thuja plicata","Western red cedar","Upper"
"10472_10_19","B","THPL","Thuja plicata","Western red cedar","Upper"
"10472_10_19","C","THPL","Thuja plicata","Western red cedar","Upper"
"10472_10_19","D","THPL","Thuja plicata","Western red cedar","Upper"
"10472_10_19","E","THPL","Thuja plicata","Western red cedar","Upper"
"10472_10_19","E","ABGR","Abies grandis","Grand fir","None"
"10480_29","A","POTR5","Populus tremuloides","Quaking aspen","Mid-Upper"
"10480_29","A","BEPA","Betula papyrifera","Paper birch","Mid-Upper"
"10480_29","A","ARUV","Arctostaphylos uva-ursi","Kinnikinnick","Lower"
"10480_29","A","SYAL","Symphoricarpos albus","Snowberry","Lower"
"10480_29","B","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10480_29","B","BEPA","Betula papyrifera","Paper birch","Upper"
"10480_29","C","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10480_29","C","BEPA","Betula papyrifera","Paper birch","Upper"
"10480_29","C","PIPO","Pinus ponderosa","Ponderosa pine","Mid-Upper"
"10480_29","C","PIGL","Picea glauca","White spruce","Mid-Upper"
"10480_29","D","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10480_29","D","PIGL","Picea glauca","White spruce","Upper"
"10480_29","D","POTR5","Populus tremuloides","Quaking aspen","Mid-Upper"
"10480_29","D","BEPA","Betula papyrifera","Paper birch","Mid-Upper"
"10480_29","E","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10480_29","E","PIGL","Picea glauca","White spruce","Upper"
"10490_16_22","A","PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","Upper"
"10490_16_22","A","POSE","Poa secunda","Sandberg bluegrass","Upper"
"10490_16_22","A","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10490_16_22","A","ARTR2","Artemisia tridentata","Big sagebrush","Upper"
"10490_16_22","B","PIFL","Pieris floribunda","Mountain fetterbush","Upper"
"10490_16_22","B","JUSC2","Juniperus scopulorum","Rocky mountain juniper","Upper"
"10490_16_22","B","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10490_16_22","B","ARTR2","Artemisia tridentata","Big sagebrush","Middle"
"10490_16_22","C","PIFL","Pieris floribunda","Mountain fetterbush","Upper"
"10490_16_22","C","JUSC2","Juniperus scopulorum","Rocky mountain juniper","Upper"
"10490_16_22","C","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10490_19_20_21_23_28_29","A","PIFL","Pieris floribunda","Mountain fetterbush","Upper"
"10490_19_20_21_23_28_29","A","JUSC2","Juniperus scopulorum","Rocky mountain juniper","Upper"
"10490_19_20_21_23_28_29","B","PIFL","Pieris floribunda","Mountain fetterbush","Upper"
"10490_19_20_21_23_28_29","B","JUSC2","Juniperus scopulorum","Rocky mountain juniper","Upper"
"10490_19_20_21_23_28_29","C","PIFL","Pieris floribunda","Mountain fetterbush","Upper"
"10490_19_20_21_23_28_29","C","JUSC2","Juniperus scopulorum","Rocky mountain juniper","Upper"
"10500_16_23_28","A","VASC","Vaccinium scoparium","Grouse whortleberry","Lower"
"10500_16_23_28","A","VAMYO","Vaccinium myrtillus var. oreophilum","Whortleberry","Lower"
"10500_16_23_28","A","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10500_16_23_28","A","PICO","Pinus contorta","Lodgepole pine","Upper"
"10500_16_23_28","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"10500_16_23_28","B","VASC","Vaccinium scoparium","Grouse whortleberry","Lower"
"10500_16_23_28","B","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10500_16_23_28","B","ABLA","Abies lasiocarpa","Subalpine fir","Middle"
"10500_16_23_28","C","PICO","Pinus contorta","Lodgepole pine","Upper"
"10500_16_23_28","C","ABLA","Abies lasiocarpa","Subalpine fir","Mid-Upper"
"10500_16_23_28","C","VASC","Vaccinium scoparium","Grouse whortleberry","Lower"
"10500_16_23_28","C","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10500_18","A","VASC","Vaccinium scoparium","Grouse whortleberry","Lower"
"10500_18","A","RIVI","Ribes viburnifolium","Island gooseberry","Lower"
"10500_18","A","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10500_18","A","PICO","Pinus contorta","Lodgepole pine","Upper"
"10500_18","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"10500_18","B","VASC","Vaccinium scoparium","Grouse whortleberry","Lower"
"10500_18","B","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10500_18","B","ABLA","Abies lasiocarpa","Subalpine fir","Middle"
"10500_18","C","PICO","Pinus contorta","Lodgepole pine","Upper"
"10500_18","C","ABLA","Abies lasiocarpa","Subalpine fir","Mid-Upper"
"10500_18","C","VASC","Vaccinium scoparium","Grouse whortleberry","Lower"
"10500_18","C","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10500_22","A","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10500_22","A","RIVI","Ribes viburnifolium","Island gooseberry","Lower"
"10500_22","A","PICO","Pinus contorta","Lodgepole pine","Upper"
"10500_22","A","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10500_22","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"10500_22","B","VASC","Vaccinium scoparium","Grouse whortleberry","Lower"
"10500_22","B","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10500_22","B","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10500_22","C","PICO","Pinus contorta","Lodgepole pine","Upper"
"10500_22","C","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10500_22","C","VASC","Vaccinium scoparium","Grouse whortleberry","Lower"
"10500_22","C","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10510_15_16_17_22_23_24_25","A","CARU","Calamagrostis rubescens","Pinegrass","Low-Mid"
"10510_15_16_17_22_23_24_25","A","CAGA3","Carex garberi","Elk sedge","Low-Mid"
"10510_15_16_17_22_23_24_25","A","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_15_16_17_22_23_24_25","A","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10510_15_16_17_22_23_24_25","B","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_15_16_17_22_23_24_25","B","ABCO","Abies concolor","White fir","Upper"
"10510_15_16_17_22_23_24_25","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10510_15_16_17_22_23_24_25","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"10510_15_16_17_22_23_24_25","C","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_15_16_17_22_23_24_25","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10510_15_16_17_22_23_24_25","D","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_15_16_17_22_23_24_25","D","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10510_15_16_17_22_23_24_25","E","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_15_16_17_22_23_24_25","E","ABCO","Abies concolor","White fir","Upper"
"10510_15_16_17_22_23_24_25","E","PICO","Pinus contorta","Lodgepole pine","Upper"
"10510_15_16_17_22_23_24_25","E","PIPO","Pinus ponderosa","Ponderosa pine","Middle"
"10510_18_21","A","CARU","Calamagrostis rubescens","Pinegrass","Low-Mid"
"10510_18_21","A","CAGA3","Carex garberi","Elk sedge","Low-Mid"
"10510_18_21","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10510_18_21","A","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10510_18_21","B","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_18_21","B","ABCO","Abies concolor","White fir","Upper"
"10510_18_21","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10510_18_21","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"10510_18_21","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10510_18_21","C","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_18_21","C","PIFL2","Pinus flexilis","Limber pine","Upper"
"10510_18_21","C","ABCO","Abies concolor","White fir","Upper"
"10510_18_21","D","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10510_18_21","D","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_18_21","D","PIFL2","Pinus flexilis","Limber pine","Upper"
"10510_18_21","D","ABCO","Abies concolor","White fir","Upper"
"10510_18_21","E","ABCO","Abies concolor","White fir","Upper"
"10510_18_21","E","PIFL2","Pinus flexilis","Limber pine","Upper"
"10510_18_21","E","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10510_18_21","E","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_27","A","CARU","Calamagrostis rubescens","Pinegrass","Low-Mid"
"10510_27","A","CAGA3","Carex garberi","Elk sedge","Low-Mid"
"10510_27","A","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_27","A","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10510_27","B","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_27","B","ABCO","Abies concolor","White fir","Upper"
"10510_27","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10510_27","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"10510_27","C","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_27","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10510_27","C","POTR5","Populus tremuloides","Quaking aspen","Mid-Upper"
"10510_27","D","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_27","D","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10510_27","D","POTR5","Populus tremuloides","Quaking aspen","Mid-Upper"
"10510_27","E","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10510_27","E","ABCO","Abies concolor","White fir","Upper"
"10510_27","E","PICO","Pinus contorta","Lodgepole pine","Upper"
"10510_27","E","PIPO","Pinus ponderosa","Ponderosa pine","Middle"
"10510_28","A","PIPO","Pinus ponderosa","Ponderosa pine","All"
"10510_28","A","ABCO","Abies concolor","White fir","All"
"10510_28","A","QUGA","Quercus gambelii","Gambel oak","All"
"10510_28","A","POTR5","Populus tremuloides","Quaking aspen","All"
"10510_28","A","PSME","Pseudotsuga menziessi","Douglas-fir","All"
"10510_28","B","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10510_28","B","ABCO","Abies concolor","White fir","Mid-Upper"
"10510_28","B","PIPO","Pinus ponderosa","Ponderosa pine","Mid-Upper"
"10510_28","B","PSME","Pseudotsuga menziesii","Douglas-fir","Mid-Upper"
"10510_28","C","PIPO","Pinus ponderosa","Ponderosa pine","Mid-Upper"
"10510_28","C","ABCO","Abies concolor","White fir","Mid-Upper"
"10510_28","C","PSME","Pseudotsuga menziesii","Douglas-fir","Mid-Upper"
"10510_28","C","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10510_28","D","PIPO","Pinus ponderosa","Ponderosa pine","Mid-Upper"
"10510_28","D","PSME","Pseudotsuga menziesii","Douglas-fir","Mid-Upper"
"10510_28","D","ABCO","Abies concolor","White fir","Mid-Upper"
