"bps_model_id","class","symbol","scientific_name","common_name","canopy_position"
"10080_1_2_3_7","A","QUGA4","Quercus garryana","Oregon white oak","Upper"
"10080_1_2_3_7","A","TODI","Toxicodendron diversilobum","Pacific poison oak","Middle"
"10080_1_2_3_7","A","FEIDR2","Festuca idahoensis subsp. roemeri","Roemer’s fescue","Lower"
"10080_1_2_3_7","B","QUGA4","Quercus garryana","Oregon white oak","Upper"
"10080_1_2_3_7","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10080_1_2_3_7","B","FEIDR2","Festuca idahoensis subsp. roemeri","Roemer’s fescue","Lower"
"10080_1_2_3_7","B","TODI","Toxicodendron diversilobum","Pacific poison oak","Lower"
"10080_1_2_3_7","C","QUGA4","Quercus garryana","Oregon white oak","Upper"
"10080_1_2_3_7","C","FEIDR2","Festuca idahoensis subsp. roemeri","Roemer’s fescue","Lower"
"10080_1_2_3_7","C","ELGL","Elymus glaucus","Blue wildrye","Lower"
"10090_19","A","POTR","Poa tracyi","Tracy's bluegrass","Upper"
"10090_19","A","BEPA","Betula papyrifera","Paper birch","Upper"
"10090_19","A","POBA2","Populus balsamifera","Balsam poplar","Upper"
"10090_19","B","POTR","Poa tracyi","Tracy's bluegrass","Upper"
"10090_19","B","BEPA","Betula papyrifera","Paper birch","Upper"
"10090_19","B","POBA2","Populus balsamifera","Balsam poplar","None"
"10090_19","C","PIGL","Picea glauca","White spruce","Middle"
"10090_19","C","PIEN","Picea engelmannii","Engelmann spruce","Middle"
"10090_19","C","ABLA","Abies lasiocarpa","Subalpine fir","Middle"
"10090_19","C","PICO","Pinus contorta","Lodgepole pine","Middle"
"10110_15","A","POTR5","Populus tremuloides","Quaking aspen","All"
"10110_15","B","POTR5","Populus tremuloides","Quaking aspen","All"
"10110_15","C","POTR5","Populus tremuloides","Quaking aspen","All"
"10110_16_23_24","A","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_16_23_24","B","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_16_23_24","C","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_16_23_24","D","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_16_23_24","D","PSEUD7","Pseudotsuga","Douglas-fir","Mid-Upper"
"10110_16_23_24","D","ABLA","Abies lasiocarpa","Subalpine fir","Mid-Upper"
"10110_16_23_24","D","ABCO","Abies concolor","White fir","Mid-Upper"
"10110_16_23_24","E","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"10110_16_23_24","E","ABLA","Abies lasiocarpa","Subalpine fir","Upper"
"10110_16_23_24","E","ABCO","Abies concolor","White fir","Upper"
"10110_16_23_24","E","POTR5","Populus tremuloides","Quaking aspen","Mid-Upper"
"10110_20_29","A","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_20_29","B","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_20_29","C","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_20_29","D","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_20_29","D","ARTR2","Artemisia tridentata","Big sagebrush","Lower"
"10110_20_29","D","GRASS","<NOT FOUND IN NRCS>","<NOT FOUND IN NRCS>","Lower"
"10110_20_29","D","PSME","Pseudotsuga menziesii","Douglas-fir","Low-Mid"
"10110_20_29","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10110_20_29","E","PICO","Pinus contorta","Lodgepole pine","Upper"
"10110_20_29","E","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"10110_20_29","E","ARTR2","Artemisia tridentata","Big sagebrush","Low-Mid"
"10110_21","A","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_21","B","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_21","C","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_21","D","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_21","D","ARTR2","Artemisia tridentata","Big sagebrush","Lower"
"10110_21","D","GRASS","<NOT FOUND IN NRCS>","<NOT FOUND IN NRCS>","Lower"
"10110_21","D","PSME","Pseudotsuga menziesii","Douglas-fir","Low-Mid"
"10110_21","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10110_21","E","PICO","Pinus contorta","Lodgepole pine","Upper"
"10110_21","E","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"10110_21","E","ARTR2","Artemisia tridentata","Big sagebrush","Low-Mid"
"10110_22","A","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_22","B","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_22","C","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_22","C","JUCO6","Juniperus communis","Common juniper","Lower"
"10110_22","C","SYOR2","Symphoricarpos oreophilus","Mountain snowberry","Lower"
"10110_27","A","POTR5","Populus tremuloides","Quaking aspen","All"
"10110_27","B","POTR5","Populus tremuloides","Quaking aspen","All"
"10110_27","C","POTR5","Populus tremuloides","Quaking aspen","All"
"10110_28","A","POTR5","Populus tremuloides","Quaking aspen","All"
"10110_28","B","POTR5","Populus tremuloides","Quaking aspen","All"
"10110_28","C","POTR5","Populus tremuloides","Quaking aspen","All"
"10110_6_10_12_17_18_19","A","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_6_10_12_17_18_19","A","SYOR2","Symphoricarpos oreophilus","Mountain snowberry","Middle"
"10110_6_10_12_17_18_19","A","RIBES","Ribes","Currant","Middle"
"10110_6_10_12_17_18_19","B","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_6_10_12_17_18_19","B","SYOR2","Symphoricarpos oreophilus","Mountain snowberry","Lower"
"10110_6_10_12_17_18_19","B","RIBES","Ribes","Currant","Lower"
"10110_6_10_12_17_18_19","C","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_6_10_12_17_18_19","C","SYOR2","Symphoricarpos oreophilus","Mountain snowberry","Lower"
"10110_6_10_12_17_18_19","C","RIBES","Ribes","Currant","Lower"
"10110_6_10_12_17_18_19","D","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_6_10_12_17_18_19","D","ABLA","Abies lasiocarpa","Subalpine fir","Upper"
"10110_6_10_12_17_18_19","D","ABCO","Abies concolor","White fir","Upper"
"10110_6_10_12_17_18_19","D","PIFL2","Pinus flexilis","Limber pine","Upper"
"10110_7","A","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_7","B","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_7","C","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_7","D","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_7","D","PSEUD","<NOT FOUND IN NRCS>","<NOT FOUND IN NRCS>","Mid-Upper"
"10110_7","D","ABLA","Abies lasiocarpa","Subalpine fir","Mid-Upper"
"10110_7","D","ABCO","Abies concolor","White fir","Mid-Upper"
"10110_7","E","PSEUD","<NOT FOUND IN NRCS>","<NOT FOUND IN NRCS>","Upper"
"10110_7","E","ABLA","Abies lasiocarpa","Subalpine fir","Upper"
"10110_7","E","ABCO","Abies concolor","White fir","Upper"
"10110_7","E","POTR5","Populus tremuloides","Quaking aspen","Middle"
"10110_9","A","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_9","B","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_9","C","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_9","D","POTR5","Populus tremuloides","Quaking aspen","Upper"
"10110_9","D","PSME","Pseudotsuga menziesii","Douglas-fir","Mid-Upper"
"10110_9","D","ABLA","Abies lasiocarpa","Subalpine fir","Mid-Upper"
"10110_9","D","ABCO","Abies concolor","White fir","Mid-Upper"
"10110_9","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10110_9","E","ABLA","Abies lasiocarpa","Subalpine fir","Upper"
"10110_9","E","ABCO","Abies concolor","White fir","Upper"
"10110_9","E","POTR5","Populus tremuloides","Quaking aspen","Middle"
"10120_16_27","A","ACGR3","Acer grandidentatum","Bigtooth maple","Upper"
"10120_16_27","A","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10120_16_27","A","MARE11","Mahonia repens","Creeping barberry","Lower"
"10120_16_27","B","ACGR3","Acer grandidentatum","Bigtooth maple","Upper"
"10120_16_27","B","SYOR2","Symphoricarpos oreophilus","Mountain snowberry","Lower"
"10120_16_27","B","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10120_16_27","B","MARE11","Mahonia repens","Creeping barberry","Lower"
"10120_16_27","C","ACGR3","Acer grandidentatum","Bigtooth maple","Upper"
"10120_16_27","C","SYOR2","Symphoricarpos oreophilus","Mountain snowberry","Low-Mid"
"10120_16_27","C","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10120_16_27","C","MARE11","Mahonia repens","Creeping barberry","Lower"
"10120_17_18_21","A","ACGR3","Acer grandidentatum","Bigtooth maple","Upper"
"10120_17_18_21","A","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10120_17_18_21","A","MARE11","Mahonia repens","Creeping barberry","Lower"
"10120_17_18_21","B","ACGR3","Acer grandidentatum","Bigtooth maple","Upper"
"10120_17_18_21","B","SYOR2","Symphoricarpos oreophilus","Mountain snowberry","Lower"
"10120_17_18_21","B","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10120_17_18_21","B","MARE11","Mahonia repens","Creeping barberry","Lower"
"10120_17_18_21","C","ACGR3","Acer grandidentatum","Bigtooth maple","Upper"
"10120_17_18_21","C","SYOR2","Symphoricarpos oreophilus","Mountain snowberry","Low-Mid"
"10120_17_18_21","C","CAGE2","Carex geyeri","Geyer's sedge","Lower"
"10120_17_18_21","C","MARE11","Mahonia repens","Creeping barberry","Lower"
"10130_31_38_39_40","A","QUMA2","Quercus macrocarpa","Bur oak","Upper"
"10130_31_38_39_40","A","ANGE","Andropogon gerardii","Big bluestem","Lower"
"10130_31_38_39_40","A","HESP11","Hesperostipa spartea","Porcupinegrass","Lower"
"10130_31_38_39_40","A","CAREX","Carex","Sedge","Lower"
"10130_31_38_39_40","B","QUMA2","Quercus macrocarpa","Bur oak","None"
"10130_31_38_39_40","C","QUMA2","Quercus macrocarpa","Bur oak","None"
"10130_31_38_39_40","D","QUMA2","Quercus macrocarpa","Bur oak","None"
"10140_4_5","A","QUCH2","Quercus chrysolepis","Canyon live oak","Upper"
"10140_4_5","A","QUAG","Quercus agrifolia","California live oak","Upper"
"10140_4_5","A","QUKE","Quercus kelloggii","California black oak","Upper"
"10140_4_5","A","PICO3","Pinus coulteri","Coulter pine","Mid-Upper"
"10140_4_5","B","QUCH2","Quercus chrysolepis","Canyon live oak","Mid-Upper"
"10140_4_5","B","QUAG","Quercus agrifolia","California live oak","Upper"
"10140_4_5","B","QUKE","Quercus kelloggii","California black oak","Mid-Upper"
"10140_4_5","B","PICO3","Pinus coulteri","Coulter pine","Mid-Upper"
"10140_4_5","C","QUCH2","Quercus chrysolepis","Canyon live oak","Upper"
"10140_4_5","C","QUAG","Quercus agrifolia","California live oak","Middle"
"10140_4_5","C","QUKE","Quercus kelloggii","California black oak","Middle"
"10140_4_5","C","PICO3","Pinus coulteri","Coulter pine","Middle"
"10150_2_3_4","A","SESE3","Sequoia sempervirens","Redwood","Upper"
"10150_2_3_4","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10150_2_3_4","A","VAOV2","Vaccinium ovatum","California huckleberry","Lower"
"10150_2_3_4","A","GASH","Gaultheria shallon","Salal","Lower"
"10150_2_3_4","B","SESE3","Sequoia sempervirens","Redwood","Upper"
"10150_2_3_4","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10150_2_3_4","B","GASH","Gaultheria shallon","Salal","Lower"
"10150_2_3_4","B","VAOV2","Vaccinium ovatum","California huckleberry","Lower"
"10150_2_3_4","C","SESE3","Sequoia sempervirens","Redwood","Upper"
"10150_2_3_4","C","PSME","Pseudotsuga menziesii","Douglas-fir","Mid-Upper"
"10150_2_3_4","C","VAOV2","Vaccinium ovatum","California huckleberry","Lower"
"10150_2_3_4","C","GASH","Gaultheria shallon","Salal","Lower"
"10160_13_14","A","SYOR","Symphoricarpos orbiculatus","Coralberry","Upper"
"10160_13_14","A","BASA3","Balsamorhiza sagittata","Arrowleaf balsamroot","Lower"
"10160_13_14","A","BOGR2","Bouteloua gracilis","Blue grama","Lower"
"10160_13_14","A","HECO26","Hesperostipa comata","Needle and thread","Lower"
"10160_13_14","B","ARNO4","Artemisia nova","Black sagebrush","Upper"
"10160_13_14","B","SYOR","Symphoricarpos orbiculatus","Coralberry","Upper"
"10160_13_14","B","PIED","Pinus edulis","Twoneedle pinyon","Lower"
"10160_13_14","B","JUOS","Juniperus osteosperma","Utah juniper","Lower"
"10160_13_14","C","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_13_14","C","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_13_14","C","SYOR","Symphoricarpos orbiculatus","Coralberry","Middle"
"10160_13_14","C","HECO26","Hesperostipa comata","Needle and thread","Lower"
"10160_13_14","D","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_13_14","D","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_13_14","D","SYOR","Symphoricarpos orbiculatus","Coralberry","Upper"
"10160_13_14","D","CELE3","Cercocarpus ledifolius","Curl-leaf mountain mahogany","Upper"
"10160_15_28","A","JUOS","Juniperus osteosperma","Utah juniper","All"
"10160_15_28","A","PIED","Pinus edulis","Twoneedle pinyon","All"
"10160_15_28","A","JUSC2","Juniperus scopulorum","Rocky mountain juniper","All"
"10160_15_28","B","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_15_28","B","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_15_28","B","JUSC2","Juniperus scopulorum","Rocky mountain juniper","Upper"
"10160_15_28","C","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_15_28","C","JUSC2","Juniperus scopulorum","Rocky mountain juniper","Upper"
"10160_15_28","C","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_15_28","D","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_15_28","D","JUSC2","Juniperus scopulorum","Rocky mountain juniper","Upper"
"10160_15_28","D","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_15_28","E","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_15_28","E","JUSC2","Juniperus scopulorum","Rocky mountain juniper","Upper"
"10160_15_28","E","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_16_23_24_25","A","BOGR2","Bouteloua gracilis","Blue grama","Upper"
"10160_16_23_24_25","A","PLJA","Pleuraphis jamesii","James' galleta","Upper"
"10160_16_23_24_25","A","POSE","Poa secunda","Sandberg bluegrass","Upper"
"10160_16_23_24_25","A","ARPA6","Arctostaphylos patula","Greenleaf manzanita","Upper"
"10160_16_23_24_25","B","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_16_23_24_25","B","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_16_23_24_25","B","JUSC2","Juniperus scopulorum","Rocky Mountain juniper","Upper"
"10160_16_23_24_25","B","JUMO","Juniperus monosperma","Oneseed juniper","Upper"
"10160_16_23_24_25","C","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_16_23_24_25","C","JUMO","Juniperus monosperma","Oneseed juniper","Upper"
"10160_16_23_24_25","C","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_16_23_24_25","C","JUSC2","Juniperus scopulorum","Rocky Mountain juniper","Upper"
"10160_16_23_24_25","D","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_16_23_24_25","D","JUMO","Juniperus monosperma","Oneseed juniper","Upper"
"10160_16_23_24_25","D","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_16_23_24_25","D","JUSC2","Juniperus scopulorum","Rocky mountain juniper","Upper"
"10160_16_23_24_25","D","PIMO","Pinus monophylla","Singleleaf pinyon",""
"10160_16_23_24_25","E","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_16_23_24_25","E","JUMO","Juniperus monosperma","Oneseed juniper","Upper"
"10160_16_23_24_25","E","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_16_23_24_25","E","JUSC2","Juniperus scopulorum","Rocky Mountain juniper","Upper"
"10160_16_23_24_25","E","PIMO","Pinus monophylla","Singleleaf pinyon",""
"10160_17","A","SYOR","Symphoricarpos orbiculatus","Coralberry","Lower"
"10160_17","A","BASA3","Balsamorhiza sagittata","Arrowleaf balsamroot","Lower"
"10160_17","A","ARTEM","Artemisia","Sagebrush","Upper"
"10160_17","A","HECO26","Hesperostipa comata","Needle and thread","Lower"
"10160_17","B","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_17","B","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_17","B","ARTEM","Artemisia","Sagebrush","Mid-Upper"
"10160_17","B","SYOR","Symphoricarpos orbiculatus","Coralberry","Lower"
"10160_17","C","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_17","C","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_17","C","SYOR","Symphoricarpos orbiculatus","Coralberry","Lower"
"10160_17","C","HECO26","Hesperostipa comata","Needle and thread","Lower"
"10160_17","D","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_17","D","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_17","D","SYOR","Symphoricarpos orbiculatus","Coralberry","Upper"
"10160_17","D","CELE3","Cercocarpus ledifolius","Curl-leaf mountain mahogany","Upper"
"10160_17","E","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10160_17","E","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_17","E","SYOR","Symphoricarpos orbiculatus","Coralberry","Upper"
"10160_17","E","CELE3","Cercocarpus ledifolius","Curl-leaf mountain mahogany","Upper"
"10160_22","A","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_22","A","KOMA","Koeleria macrantha","Prairie junegrass","Upper"
"10160_22","A","POSE","Poa secunda","Sandberg bluegrass","Upper"
"10160_22","A","ANRO6","Anomodon rostratus","Anomodon moss","Upper"
"10160_22","B","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_22","B","KOMA","Koeleria macrantha","Prairie junegrass","Lower"
"10160_22","B","JUSC2","Juniperus scopulorum","Rocky mountain juniper","Upper"
"10160_22","B","PIFL2","Pinus flexilis","Limber pine","Upper"
"10160_22","C","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10160_22","C","KOMA","Koeleria macrantha","Prairie junegrass","Lower"
"10160_22","C","PIFL2","Pinus flexilis","Limber pine","Upper"
"10160_22","C","JUSC2","Juniperus scopulorum","Rocky mountain juniper","Upper"
"10170_6_7_8_9_12_18","A","FEID","Festuca idahoensis","Idaho fescue","Middle"
"10170_6_7_8_9_12_18","A","POSE","Poa secunda","Sandberg bluegrass","Lower"
"10170_6_7_8_9_12_18","A","ACOC3","Achnatherum occidentale","Western needlegrass","Upper"
"10170_6_7_8_9_12_18","A","PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","Upper"
"10170_6_7_8_9_12_18","B","JUOC","Juniperus occidentalis","Western juniper",""
"10170_6_7_8_9_12_18","B","ARTR2","Artemisia tridentata spp. vaseyana","Mountain big sagebrush","Middle"
"10170_6_7_8_9_12_18","B","ARAR8","Artemisia arbuscula","Little sagebrush","Middle to Lower"
"10170_6_7_8_9_12_18","B","FEID","Festuca idahoensis","Idaho fescue","Lower"
"10170_6_7_8_9_12_18","C","JUOC","Juniperus occidentalis","Western juniper","Upper"
"10170_6_7_8_9_12_18","C","FEID","Festuca idahoensis","Idaho fescue","Low-Mid"
"10170_6_7_8_9_12_18","C","ARAR8","Artemisia arbuscula","Little sagebrush","Lower"
"10170_6_7_8_9_12_18","C","ARTR2","Artemisia tridentata spp. vaseyana","Mountain big sagebrush","Middle"
"10170_6_7_8_9_12_18","D","JUOC","Juniperus occidentalis","Western juniper","Upper"
"10170_6_7_8_9_12_18","D","FEID","Festuca idahoensis","Idaho fescue","Low-Mid"
"10170_6_7_8_9_12_18","D","ARAR8","Artemisia arbuscula","Little sagebrush","Lower"
"10170_6_7_8_9_12_18","D","ARTR2","Artemisia tridentata spp. vaseyana","Mountain big sagebrush","Middle"
"10170_6_7_8_9_12_18","E","JUOC","Juniperus occidentalis","Western juniper","Upper"
"10170_6_7_8_9_12_18","E","ARAR8","Artemisia arbuscula","Little sagebrush","Lower"
"10170_6_7_8_9_12_18","E","POSE","Poa secunda","Sandberg bluegrass","Lower"
"10180_1_7","A","ACCI","Acer circinatum","Vine maple","Upper"
"10180_1_7","A","CEVE","Ceanothus velutinus","Shiny-leaf ceanothus","Mid"
"10180_1_7","A","CESA","Ceanothus sanguineus","Red-stem ceanothus","Mid"
"10180_1_7","A","RUPA","Rubus parviflorus","Thimbleberry","Mid-Upper"
"10180_1_7","A","RIBES","Ribes","Currant","Mid-Upper"
"10180_1_7","A","VAME","Vaccinium membranaceum","Thinleaf huckleberry","Mid-Upper"
"10180_1_7","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10180_1_7","B","LAOC","Larix occidentalis","Western larch","Upper"
"10180_1_7","B","PIMO3","Pinus monticola","Western white pine","Upper"
"10180_1_7","B","ABGR","Abies grandis","Grand fir","Mid-Upper"
"10180_1_7","C","LAOC","Larix occidentalis","Western larch","Upper"
"10180_1_7","C","PIMO3","Pinus monticola","Western white pine","Upper"
"10180_1_7","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10180_1_7","C","PSME","Pseudotsuga menziesii","Douglas-fir","Mid-Upper"
"10180_1_7","C","ABGR","Abies grandis","Grand fir","Mid-Upper"
"10180_1_7","D","PIMO3","Pinus monticola","Western white pine","Upper"
"10180_1_7","D","LAOC","Larix occidentalis","Western larch","Upper"
"10180_1_7","D","THPL","Thuja plicata","Western red cedar","Upper"
"10180_1_7","D","ABGR","Abies grandis","Grand fir","Upper"
"10180_1_7","E","THPL","Thuja plicata","Western red cedar","Upper"
"10180_1_7","E","TSHE","Tsuga heterophylla","Western hemlock","Upper"
"10180_1_7","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10180_1_7","E","ABGR","Abies grandis","Grand fir","Upper"
"10190_13_14","A","ELEL5","Elymus elymoides","Squirreltail","Mid-Upper"
"10190_13_14","A","SPHAE","Sphaeralcea","Globemallow","Upper"
"10190_13_14","A","ZIPA2","Zigadenus paniculatus","Foothill deathcamas","Mid-Upper"
"10190_13_14","A","POFE","Poa fendleriana","Muttongrass","Mid-Upper"
"10190_13_14","B","ARTR2","Artemisia tridentata","Big sagebrush","Upper"
"10190_13_14","B","ARPU5","Arctostaphylos pungens","Pointleaf manzanita","Middle"
"10190_13_14","B","PIMO","Pinus monophylla","Singleleaf pinyon","Lower"
"10190_13_14","B","JUOS","Juniperus osteosperma","Utah juniper","Lower"
"10190_13_14","C","PIMO","Pinus monophylla","Singleleaf pinyon","Upper"
"10190_13_14","C","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10190_13_14","C","ARTR2","Artemisia tridentata","Big sagebrush","Middle"
"10190_13_14","C","CELE3","Cercocarpus ledifolius","Curl-leaf mountain mahogany","Middle"
"10190_13_14","D","PIMO","Pinus monophyla","Singleleaf pinyon","Upper"
"10190_13_14","D","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10190_13_14","D","CELE3","Cercocarpus ledifolius","Curl-leaf mountain mahogany","Middle"
"10190_13_14","D","ARTR2","Artemisia tridentate","Big sagebrush","Middle"
"10190_15","A","ELEL5","Elymus elymoides","Squirreltail","Mid-Upper"
"10190_15","A","SPHAE","Sphaeralcea","Globemallow","Upper"
"10190_15","A","ZIPA2","Zigadenus paniculatus","Foothill deathcamas","Mid-Upper"
"10190_15","A","POFE","Poa fendleriana","Muttongrass","Mid-Upper"
"10190_15","B","ARTR2","Artemisia tridentata","Big sagebrush","Upper"
"10190_15","B","ARPU5","Arctostaphylos pungens","Pointleaf manzanita","Upper"
"10190_15","B","PIMO","Pinus monophylla","Singleleaf pinyon","Mid-Upper"
"10190_15","B","JUOS","Juniperus osteosperma","Utah juniper","Mid-Upper"
"10190_15","C","PIMO","Pinus monophylla","Singleleaf pinyon","Upper"
"10190_15","C","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10190_15","C","ARTR2","Artemisia tridentata","Big sagebrush","Middle"
"10190_15","C","CELE3","Cercocarpus ledifolius","Curl-leaf mountain mahogany","Middle"
"10190_15","D","PIMO","Pinus monophylla","Singleleaf pinyon","Upper"
"10190_15","D","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10190_15","D","CELE3","Cercocarpus ledifolius","Curl-leaf mountain mahogany","Middle"
"10190_15","D","ARTR2","Artemisia tridentata","Big sagebrush","Middle"
"10190_4","A","CEGRV","Ceanothus greggii var. vestitus","Mojave ceanothus","Upper"
"10190_4","A","PUTR2","Purshia tridentata","Antelope bitterbrush","Upper"
"10190_4","A","FRCA6","Fremontodendron californicum","California flannelbush","Upper"
"10190_4","A","ERNA10","Ericameria nauseosa","Rubber rabbitbrush","Upper"
"10190_4","B","CEGRV","Ceanothus greggii var. vestitus","Mojave ceanothus","Mid-Upper"
"10190_4","B","PUTR2","Purshia tridentata","Antelope bitterbrush","Mid-Upper"
"10190_4","B","ERNA10","Ericameria nauseosa","Rubber rabbitbrush","Upper"
"10190_4","B","ARTR2","Artemisia tridentata","Big sagebrush","Upper"
"10190_4","C","PIMO","Pinus monophylla","Singleleaf pinyon","Upper"
"10190_4","C","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10190_4","C","CELE","Ceanothus lemmonii","Lemmon’s ceanothus","Middle"
"10190_4","C","ARTR2","Artemisia tridentata","Big sagebrush","Middle"
"10190_4","D","PIMO","Pinus monophylla","Singleleaf pinyon","Upper"
"10190_4","D","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10190_4","D","CELE","Ceanothus lemmonii","Lemmon’s ceanothus","Middle"
"10190_4","D","ARTR2","Artemisia tridentata","Big sagebrush","Middle"
"10190_4","E","PIMO","Pinus monophylla","Singleleaf pinyon","Upper"
"10190_4","E","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10190_4","E","CELE","Ceanothus lemmonii","Lemmon’s ceanothus","Mid-Upper"
"10190_4","E","ARTR2","Artemisia tridentata","Big sagebrush","Lower"
"10190_6_7_9_12_16_17_18_19","A","FEID","Festuca idahoensis","Idaho fescue","Lower"
"10190_6_7_9_12_16_17_18_19","A","HECO26","Hesperostipa comata","Needle and thread","Lower"
"10190_6_7_9_12_16_17_18_19","A","ELEL5","Elymus elymoides","Squirreltail","Lower"
"10190_6_7_9_12_16_17_18_19","A","CHRYS9","Chrysothamnus spp.","Rabbitbrush","Mid-Upper"
"10190_6_7_9_12_16_17_18_19","A","ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","Mid-Upper"
"10190_6_7_9_12_16_17_18_19","A","ARTRW8","Artemisia tridentata ssp. wyomingensis","Wyoming big sagebrush","Mid-Upper"
"10190_6_7_9_12_16_17_18_19","A","PIMO","Pinus monophylla","Singleleaf pinyon","Upper"
"10190_6_7_9_12_16_17_18_19","A","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10190_6_7_9_12_16_17_18_19","B","PIMO","Pinus monophylla","Singleleaf pinyon","Upper"
"10190_6_7_9_12_16_17_18_19","B","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10190_6_7_9_12_16_17_18_19","B","ARTEM","Artemisia","Sagebrush","Middle"
"10190_6_7_9_12_16_17_18_19","B","CELE3","Cercocarpus ledifolius","curl-leaf mountain mahogany","Middle"
