Value,Count,apps_mzs_rast,LC20_BPS_220,LC24_SCla_250,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,LABEL
792,52326.000000000000000,52,1970,120,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,24,-9999,-9999,24,Developed
793,4083254.000000000000000,52,1965,120,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,Developed
794,218798.000000000000000,52,1969,7,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,UE
795,279290.000000000000000,52,1969,120,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,Developed
796,145095.000000000000000,52,1969,3,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,C
797,187.000000000000000,52,1966,6,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,UN
798,51618.000000000000000,52,1969,2,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,B
799,914077.000000000000000,52,1969,180,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,Agriculture
800,280869.000000000000000,52,1965,3,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,C
801,6902.000000000000000,52,1973,2,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,426,68,59,B
802,10361.000000000000000,52,1965,6,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,UN
803,33792.000000000000000,52,1965,1,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,A
804,87588.000000000000000,52,1972,6,14210_49_52,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,UN
805,135453.000000000000000,52,1972,7,14210_49_52,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,UE
806,9845.000000000000000,52,1969,6,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,UN
807,128562.000000000000000,52,1965,5,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,E
808,3059128.000000000000000,52,1966,180,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,Agriculture
809,813218.000000000000000,52,1966,7,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,UE
810,88675.000000000000000,52,1966,3,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,C
811,811886.000000000000000,52,1966,4,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,D
812,7021.000000000000000,52,1966,1,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,A
813,688.000000000000000,52,1973,1,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,426,68,59,A
814,2621.000000000000000,52,1974,132,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,Barren or Sparse
815,6875.000000000000000,52,1969,4,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,D
816,33.000000000000000,52,1969,1,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,A
817,12132.000000000000000,52,1967,132,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,Barren or Sparse
818,1205754.000000000000000,52,1972,180,14210_49_52,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,Agriculture
819,435.000000000000000,52,1977,132,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Barren or Sparse
820,1800.000000000000000,52,1972,1,14210_49_52,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,A
821,1030682.000000000000000,52,1966,120,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,Developed
822,1192.000000000000000,52,1976,2,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,B
823,168829.000000000000000,52,1972,120,14210_49_52,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,Developed
824,14719.000000000000000,52,1965,132,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,Barren or Sparse
825,920.000000000000000,52,1969,132,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,Barren or Sparse
826,257583.000000000000000,52,1968,120,13940_52,North-Central Interior Oak Savanna,Hardwood,552,187,5,5,Developed
827,233910.000000000000000,52,1968,7,13940_52,North-Central Interior Oak Savanna,Hardwood,552,187,5,5,UE
828,332.000000000000000,52,1970,6,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,24,-9999,-9999,24,UN
829,352.000000000000000,52,1972,132,14210_49_52,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,Barren or Sparse
830,1936.000000000000000,52,1976,132,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,Barren or Sparse
831,49.000000000000000,52,1977,1,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,A
832,148.000000000000000,52,1972,2,14210_49_52,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,B
833,4007.000000000000000,52,1968,1,13940_52,North-Central Interior Oak Savanna,Hardwood,552,187,5,5,A
834,2874.000000000000000,52,1966,132,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,Barren or Sparse
835,1062.000000000000000,52,1970,132,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,24,-9999,-9999,24,Barren or Sparse
836,2334.000000000000000,52,1973,132,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,426,68,59,Barren or Sparse
837,128.000000000000000,52,1965,2,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,B
838,1086283.000000000000000,52,1968,180,13940_52,North-Central Interior Oak Savanna,Hardwood,552,187,5,5,Agriculture
839,26677.000000000000000,52,1968,2,13940_52,North-Central Interior Oak Savanna,Hardwood,552,187,5,5,B
840,226768.000000000000000,52,1968,3,13940_52,North-Central Interior Oak Savanna,Hardwood,552,187,5,5,C
841,4842216.000000000000000,62,1909,7,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,52,8,6,UE
842,2147948.000000000000000,62,1911,7,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,UE
843,6312180.000000000000000,62,1909,120,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,52,8,6,Developed
844,186378.000000000000000,62,1919,7,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,UE
845,240523.000000000000000,62,1919,120,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Developed
846,13329374.000000000000000,62,1909,4,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,52,8,6,D
847,2430315.000000000000000,62,1911,3,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,C
848,3011999.000000000000000,62,1911,120,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,Developed
849,216183.000000000000000,62,1919,2,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,B
850,4492713.000000000000000,62,1909,5,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,52,8,6,E
851,1081192.000000000000000,62,1916,2,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,B
852,919853.000000000000000,62,1916,120,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,Developed
853,44262.000000000000000,62,1909,1,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,52,8,6,A
854,610455.000000000000000,62,1916,7,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,UE
855,2954303.000000000000000,62,1909,3,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,52,8,6,C
856,784252.000000000000000,62,1915,120,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,429,67,58,Developed
857,9532104.000000000000000,62,1909,180,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,52,8,6,Agriculture
858,638495.000000000000000,62,1915,7,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,429,67,58,UE
859,985832.000000000000000,62,1915,3,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,429,67,58,C
860,1546001.000000000000000,62,1915,180,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,429,67,58,Agriculture
861,97393.000000000000000,62,1915,2,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,429,67,58,B
862,11616.000000000000000,62,1915,1,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,429,67,58,A
863,12160.000000000000000,62,1915,4,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,429,67,58,D
864,24854.000000000000000,62,1909,132,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,52,8,6,Barren or Sparse
865,527.000000000000000,62,31,132,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,-9999,-9999,-9999,-9999,Barren or Sparse
866,34555.000000000000000,62,1909,6,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,52,8,6,UN
867,355783.000000000000000,62,1911,4,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,D
868,125479.000000000000000,62,1911,2,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,B
869,15055.000000000000000,62,1917,120,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,Developed
870,21589.000000000000000,62,1919,6,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,UN
871,4406205.000000000000000,62,1911,180,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,Agriculture
872,11340.000000000000000,62,1911,132,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,Barren or Sparse
873,2736.000000000000000,62,1915,132,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,429,67,58,Barren or Sparse
874,713.000000000000000,62,1919,132,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Barren or Sparse
875,41576.000000000000000,62,1917,7,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,UE
876,624465.000000000000000,62,1915,6,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,429,67,58,UN
877,4298.000000000000000,62,1919,1,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,A
878,41761.000000000000000,62,1911,6,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,UN
879,1451.000000000000000,62,1916,132,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,Barren or Sparse
880,1104255.000000000000000,62,1916,180,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,Agriculture
881,221281.000000000000000,62,1919,180,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Agriculture
882,12216.000000000000000,62,1911,1,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,A
883,1348256.000000000000000,62,1916,3,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,C
884,72260.000000000000000,62,1916,1,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,A
885,58364.000000000000000,62,1916,5,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,E
886,17685.000000000000000,62,1917,180,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,Agriculture
887,4107.000000000000000,62,1917,6,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,UN
888,11662.000000000000000,62,1918,7,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,UE
889,4590.000000000000000,62,1917,132,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,Barren or Sparse
890,320.000000000000000,62,1919,3,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,C
891,50142.000000000000000,62,1914,7,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,UE
892,177610.000000000000000,62,1914,3,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,C
893,90786.000000000000000,62,1914,120,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,Developed
894,687195.000000000000000,62,1914,2,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,B
895,2089.000000000000000,62,1916,4,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,D
896,70707.000000000000000,62,1917,3,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,C
897,224713.000000000000000,62,1914,4,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,D
898,7998.000000000000000,62,1917,2,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,B
899,23518.000000000000000,62,1918,4,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,D
900,7244.000000000000000,62,1918,6,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,UN
901,15872.000000000000000,62,1914,180,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,Agriculture
902,3534.000000000000000,62,1914,6,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,UN
903,2149.000000000000000,62,1909,2,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,52,8,6,B
904,9872.000000000000000,62,1918,120,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,Developed
905,8.000000000000000,62,1917,1,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,A
906,18406.000000000000000,62,1918,180,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,Agriculture
907,204.000000000000000,62,1914,1,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,A
908,39.000000000000000,63,1892,4,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,D
909,10743879.000000000000000,62,1912,4,13170_62,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,37,117,11,8,D
910,1049393.000000000000000,62,1912,3,13170_62,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,37,117,11,8,C
911,1627635.000000000000000,62,1912,7,13170_62,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,37,117,11,8,UE
912,1743196.000000000000000,62,1912,120,13170_62,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,37,117,11,8,Developed
913,2694296.000000000000000,62,1912,180,13170_62,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,37,117,11,8,Agriculture
914,5541.000000000000000,62,1912,2,13170_62,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,37,117,11,8,B
915,3647415.000000000000000,62,1913,2,13210_62,South-Central Interior Mesophytic Forest,Hardwood,960,798,341,191,B
916,1958922.000000000000000,62,1913,6,13210_62,South-Central Interior Mesophytic Forest,Hardwood,960,798,341,191,UN
917,775061.000000000000000,62,1913,120,13210_62,South-Central Interior Mesophytic Forest,Hardwood,960,798,341,191,Developed
918,1948.000000000000000,62,1913,1,13210_62,South-Central Interior Mesophytic Forest,Hardwood,960,798,341,191,A
919,1004164.000000000000000,62,1913,180,13210_62,South-Central Interior Mesophytic Forest,Hardwood,960,798,341,191,Agriculture
920,638483.000000000000000,62,1913,7,13210_62,South-Central Interior Mesophytic Forest,Hardwood,960,798,341,191,UE
921,22192.000000000000000,62,1912,1,13170_62,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,37,117,11,8,A
922,16214.000000000000000,62,1912,132,13170_62,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,37,117,11,8,Barren or Sparse
923,10.000000000000000,63,1892,132,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,Barren or Sparse
924,2.000000000000000,63,1892,3,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,C
925,226.000000000000000,63,1891,132,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,Barren or Sparse
926,5.000000000000000,63,1891,2,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,B
927,1130885.000000000000000,61,11,111,0,Open Water,Open Water,-9999,-9999,-9999,-9999,Water
928,165461.000000000000000,61,1887,6,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,UN
929,528817.000000000000000,61,1887,3,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,C
930,313408.000000000000000,61,1887,7,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,UE
931,8300267.000000000000000,61,1870,7,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,UE
932,4372599.000000000000000,61,1870,3,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,C
933,15607.000000000000000,61,1887,1,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,A
934,19248675.000000000000000,61,1870,4,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,D
935,14212341.000000000000000,61,1870,180,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,Agriculture
936,13706419.000000000000000,61,1870,5,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,E
937,460203.000000000000000,61,1887,120,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,Developed
938,6843643.000000000000000,61,1870,120,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,Developed
939,112246.000000000000000,61,1887,2,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,B
940,1301559.000000000000000,61,1888,7,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,UE
941,10595.000000000000000,61,1870,6,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,UN
942,3525390.000000000000000,61,1888,2,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,B
943,785460.000000000000000,61,1883,3,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,C
944,3632716.000000000000000,61,1883,2,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,B
